"season","game_id","game_date","상대팀","홈원정","period","남은초","팀마진직전","슛","성공","클러치","레버리지_LI","기대초과","기여"
"2023_24","S43G01N100",20231216,"안양 정관장","원정",2,429,5,"3점",0,FALSE,1.25,-0.325,-1.218
"2023_24","S43G01N100",20231216,"안양 정관장","원정",2,338,2,"3점",0,FALSE,1.38,-0.325,-1.351
"2023_24","S43G01N100",20231216,"안양 정관장","원정",2,187,-0,"3점",0,FALSE,1.5,-0.325,-1.46
"2023_24","S43G01N100",20231216,"안양 정관장","원정",4,377,-15,"2점",0,FALSE,0.19,-0.521,-0.202
"2023_24","S43G01N104",20231217,"창원 LG","원정",2,560,-8,"3점",0,FALSE,1.2,-0.325,-1.171
"2023_24","S43G01N104",20231217,"창원 LG","원정",3,440,-15,"3점",1,FALSE,0.81,0.675,1.632
"2023_24","S43G01N104",20231217,"창원 LG","원정",3,362,-16,"3점",1,FALSE,0.69,0.675,1.406
"2023_24","S43G01N104",20231217,"창원 LG","원정",3,125,-15,"3점",1,FALSE,0.69,0.675,1.403
"2023_24","S43G01N104",20231217,"창원 LG","원정",4,497,-13,"3점",0,FALSE,0.78,-0.325,-0.764
"2023_24","S43G01N104",20231217,"창원 LG","원정",4,351,-16,"3점",0,FALSE,0.22,-0.325,-0.218
"2023_24","S43G01N104",20231217,"창원 LG","원정",4,259,-16,"3점",0,FALSE,0.11,-0.325,-0.103
"2023_24","S43G01N11",20231027,"고양 소노","홈",1,538,2,"3점",0,FALSE,1.14,-0.325,-1.108
"2023_24","S43G01N11",20231027,"서울 삼성","원정",1,520,-4,"2점",1,FALSE,0.75,0.479,0.714
"2023_24","S43G01N11",20231027,"서울 삼성","원정",1,161,-2,"2점",1,FALSE,0.82,0.479,0.789
"2023_24","S43G01N11",20231027,"서울 삼성","원정",1,120,-0,"2점",0,FALSE,0.83,-0.521,-0.869
"2023_24","S43G01N11",20231027,"서울 삼성","원정",1,28,-0,"2점",0,FALSE,0.85,-0.521,-0.891
"2023_24","S43G01N11",20231027,"서울 삼성","원정",2,201,1,"2점",1,FALSE,0.97,0.479,0.926
"2023_24","S43G01N11",20231027,"서울 삼성","원정",2,88,4,"3점",0,FALSE,1.42,-0.325,-1.384
"2023_24","S43G01N11",20231027,"고양 소노","홈",2,2,-2,"3점",1,FALSE,1.61,0.675,3.265
"2023_24","S43G01N11",20231027,"서울 삼성","원정",3,554,-3,"2점",1,FALSE,1.06,0.479,1.014
"2023_24","S43G01N11",20231027,"고양 소노","홈",3,515,1,"3점",0,FALSE,1.64,-0.325,-1.602
"2023_24","S43G01N11",20231027,"고양 소노","홈",3,419,-3,"2점",1,FALSE,1.12,0.479,1.076
"2023_24","S43G01N11",20231027,"고양 소노","홈",3,346,-1,"2점",0,FALSE,1.19,-0.521,-1.239
"2023_24","S43G01N11",20231027,"고양 소노","홈",3,333,-1,"2점",0,FALSE,1.2,-0.521,-1.248
"2023_24","S43G01N11",20231027,"서울 삼성","원정",3,144,-6,"3점",0,FALSE,1.81,-0.325,-1.767
"2023_24","S43G01N11",20231027,"서울 삼성","원정",3,33,-7,"2점",0,FALSE,1.12,-0.521,-1.172
"2023_24","S43G01N11",20231027,"서울 삼성","원정",4,247,-16,"3점",1,FALSE,0.09,0.675,0.185
"2023_24","S43G01N11",20231027,"서울 삼성","원정",4,23,-20,"3점",0,FALSE,0,-0.325,-0
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",1,480,-1,"2점",0,FALSE,0.77,-0.521,-0.799
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",1,409,-5,"3점",1,FALSE,1.16,0.675,2.353
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",1,285,-6,"2점",0,FALSE,0.76,-0.521,-0.791
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",2,373,-14,"3점",1,FALSE,0.91,0.675,1.849
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",2,319,-10,"3점",0,FALSE,1.16,-0.325,-1.136
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",3,521,-15,"2점",0,FALSE,0.51,-0.521,-0.528
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",3,200,-25,"3점",0,FALSE,0.1,-0.325,-0.097
"2023_24","S43G01N115",20231223,"대구 한국가스공사","원정",4,476,-35,"3점",1,FALSE,0,0.675,0
"2023_24","S43G01N120",20231225,"서울 SK","원정",1,510,-3,"3점",1,FALSE,1.16,0.675,2.35
"2023_24","S43G01N120",20231225,"서울 SK","원정",1,486,-0,"2점",1,FALSE,0.76,0.479,0.732
"2023_24","S43G01N120",20231225,"서울 SK","원정",1,420,-0,"2점",0,FALSE,0.78,-0.521,-0.809
"2023_24","S43G01N120",20231225,"서울 SK","원정",1,407,-0,"3점",0,FALSE,1.19,-0.325,-1.161
"2023_24","S43G01N120",20231225,"서울 SK","원정",1,99,-9,"2점",1,FALSE,0.72,0.479,0.692
"2023_24","S43G01N120",20231225,"서울 SK","원정",2,586,-7,"3점",0,FALSE,1.23,-0.325,-1.199
"2023_24","S43G01N120",20231225,"서울 SK","원정",2,367,-14,"2점",0,FALSE,0.58,-0.521,-0.599
"2023_24","S43G01N120",20231225,"서울 SK","원정",2,7,-12,"3점",1,FALSE,1.08,0.675,2.182
"2023_24","S43G01N120",20231225,"서울 SK","원정",3,538,-11,"3점",0,FALSE,1.17,-0.325,-1.141
"2023_24","S43G01N120",20231225,"서울 SK","원정",3,491,-9,"2점",0,FALSE,0.85,-0.521,-0.889
"2023_24","S43G01N120",20231225,"서울 SK","원정",3,396,-9,"3점",0,FALSE,1.38,-0.325,-1.346
"2023_24","S43G01N120",20231225,"서울 SK","원정",3,161,-12,"2점",1,FALSE,0.66,0.479,0.629
"2023_24","S43G01N120",20231225,"서울 SK","원정",4,311,-17,"3점",0,FALSE,0.11,-0.325,-0.11
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",1,562,-1,"2점",0,FALSE,0.75,-0.521,-0.785
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",1,464,1,"2점",1,FALSE,0.76,0.479,0.732
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",1,323,3,"2점",0,FALSE,0.77,-0.521,-0.803
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",2,437,-2,"3점",1,FALSE,1.38,0.675,2.801
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",2,401,-1,"3점",0,FALSE,1.4,-0.325,-1.366
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",2,313,-1,"2점",0,FALSE,0.94,-0.521,-0.981
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",4,552,-8,"3점",0,FALSE,1.69,-0.325,-1.649
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",4,487,-13,"3점",1,FALSE,0.77,0.675,1.564
"2023_24","S43G01N125",20231228,"울산 현대모비스","원정",4,344,-13,"2점",0,FALSE,0.31,-0.521,-0.327
"2023_24","S43G01N127",20231230,"고양 소노","원정",1,468,5,"3점",0,FALSE,1.09,-0.325,-1.064
"2023_24","S43G01N127",20231230,"고양 소노","원정",1,315,2,"3점",0,FALSE,1.19,-0.325,-1.163
"2023_24","S43G01N127",20231230,"고양 소노","원정",1,44,4,"2점",1,FALSE,0.81,0.479,0.772
"2023_24","S43G01N127",20231230,"고양 소노","원정",2,530,8,"2점",1,FALSE,0.72,0.479,0.693
"2023_24","S43G01N127",20231230,"고양 소노","원정",2,455,12,"3점",0,FALSE,0.87,-0.325,-0.846
"2023_24","S43G01N127",20231230,"고양 소노","원정",2,287,10,"2점",0,FALSE,0.67,-0.521,-0.704
"2023_24","S43G01N127",20231230,"고양 소노","원정",3,580,13,"3점",0,FALSE,0.77,-0.325,-0.752
"2023_24","S43G01N127",20231230,"고양 소노","원정",3,530,13,"2점",1,FALSE,0.52,0.479,0.502
"2023_24","S43G01N127",20231230,"고양 소노","원정",3,439,17,"3점",0,FALSE,0.43,-0.325,-0.422
"2023_24","S43G01N127",20231230,"고양 소노","원정",3,390,19,"2점",1,FALSE,0.21,0.479,0.201
"2023_24","S43G01N127",20231230,"고양 소노","원정",3,353,21,"2점",1,FALSE,0.14,0.479,0.132
"2023_24","S43G01N127",20231230,"고양 소노","원정",4,476,29,"2점",0,FALSE,0,-0.521,-0.001
"2023_24","S43G01N134",20240101,"서울 SK","홈",1,448,2,"2점",0,FALSE,0.76,-0.521,-0.792
"2023_24","S43G01N134",20240101,"서울 SK","홈",1,312,0,"3점",0,FALSE,1.22,-0.325,-1.186
"2023_24","S43G01N134",20240101,"서울 SK","홈",2,467,-4,"3점",1,FALSE,1.35,0.675,2.729
"2023_24","S43G01N134",20240101,"서울 SK","홈",2,379,-3,"3점",1,FALSE,1.4,0.675,2.834
"2023_24","S43G01N134",20240101,"서울 SK","홈",2,271,-2,"3점",0,FALSE,1.46,-0.325,-1.424
"2023_24","S43G01N134",20240101,"서울 SK","홈",2,236,0,"3점",1,FALSE,1.47,0.675,2.977
"2023_24","S43G01N134",20240101,"서울 SK","홈",3,587,-9,"3점",1,FALSE,1.32,0.675,2.664
"2023_24","S43G01N134",20240101,"서울 SK","홈",3,484,-6,"3점",1,FALSE,1.56,0.675,3.161
"2023_24","S43G01N134",20240101,"서울 SK","홈",3,411,-7,"3점",0,FALSE,1.54,-0.325,-1.501
"2023_24","S43G01N134",20240101,"서울 SK","홈",3,327,-5,"3점",0,FALSE,1.73,-0.325,-1.687
"2023_24","S43G01N134",20240101,"서울 SK","홈",3,291,-8,"3점",0,FALSE,1.52,-0.325,-1.48
"2023_24","S43G01N134",20240101,"서울 SK","홈",4,315,1,"3점",0,FALSE,2.91,-0.325,-2.838
"2023_24","S43G01N134",20240101,"서울 SK","홈",4,61,-6,"3점",0,FALSE,1.72,-0.325,-1.676
"2023_24","S43G01N134",20240101,"서울 SK","홈",4,12,-5,"2점",0,TRUE,0.06,-0.521,-0.058
"2023_24","S43G01N139",20240104,"수원 KT","홈",1,328,0,"2점",1,FALSE,0.79,0.479,0.759
"2023_24","S43G01N139",20240104,"수원 KT","홈",1,288,0,"2점",0,FALSE,0.8,-0.521,-0.834
"2023_24","S43G01N139",20240104,"수원 KT","홈",2,584,-9,"3점",0,FALSE,1.15,-0.325,-1.125
"2023_24","S43G01N139",20240104,"수원 KT","홈",2,306,-20,"3점",0,FALSE,0.54,-0.325,-0.523
"2023_24","S43G01N139",20240104,"수원 KT","홈",4,555,-38,"2점",1,FALSE,0,0.479,0
"2023_24","S43G01N139",20240104,"수원 KT","홈",4,364,-36,"3점",0,FALSE,0,-0.325,-0
"2023_24","S43G01N140",20240105,"서울 SK","원정",1,358,-10,"2점",1,FALSE,0.67,0.479,0.638
"2023_24","S43G01N140",20240105,"서울 SK","원정",1,249,-6,"3점",0,FALSE,1.18,-0.325,-1.155
"2023_24","S43G01N140",20240105,"서울 SK","원정",1,238,-6,"2점",1,FALSE,0.77,0.479,0.734
"2023_24","S43G01N140",20240105,"서울 SK","원정",1,187,-6,"3점",0,FALSE,1.2,-0.325,-1.171
"2023_24","S43G01N140",20240105,"서울 SK","원정",2,510,-14,"3점",0,FALSE,0.91,-0.325,-0.885
"2023_24","S43G01N140",20240105,"서울 SK","원정",2,349,-18,"3점",0,FALSE,0.66,-0.325,-0.645
"2023_24","S43G01N140",20240105,"서울 SK","원정",3,566,-16,"3점",0,FALSE,0.75,-0.325,-0.727
"2023_24","S43G01N140",20240105,"서울 SK","원정",3,552,-16,"2점",1,FALSE,0.46,0.479,0.438
"2023_24","S43G01N140",20240105,"서울 SK","원정",3,523,-14,"3점",0,FALSE,0.91,-0.325,-0.886
"2023_24","S43G01N140",20240105,"서울 SK","원정",4,378,-26,"3점",0,FALSE,0,-0.325,-0.003
"2023_24","S43G01N140",20240105,"서울 SK","원정",4,319,-26,"3점",0,FALSE,0,-0.325,-0.001
"2023_24","S43G01N140",20240105,"서울 SK","원정",4,243,-26,"2점",1,FALSE,0,0.479,0
"2023_24","S43G01N140",20240105,"서울 SK","원정",4,185,-27,"2점",0,FALSE,0,-0.521,-0
"2023_24","S43G01N140",20240105,"서울 SK","원정",4,42,-28,"3점",0,FALSE,0,-0.325,-0
"2023_24","S43G01N143",20240106,"원주 DB","홈",1,122,4,"3점",0,FALSE,1.2,-0.325,-1.17
"2023_24","S43G01N143",20240106,"원주 DB","홈",1,117,4,"2점",1,FALSE,0.79,0.479,0.759
"2023_24","S43G01N143",20240106,"원주 DB","홈",2,517,3,"2점",0,FALSE,0.85,-0.521,-0.887
"2023_24","S43G01N143",20240106,"원주 DB","홈",2,513,3,"3점",0,FALSE,1.29,-0.325,-1.26
"2023_24","S43G01N143",20240106,"원주 DB","홈",2,482,0,"3점",0,FALSE,1.36,-0.325,-1.327
"2023_24","S43G01N143",20240106,"원주 DB","홈",2,112,-6,"2점",0,FALSE,0.93,-0.521,-0.965
"2023_24","S43G01N143",20240106,"원주 DB","홈",3,488,-4,"3점",0,FALSE,1.65,-0.325,-1.611
"2023_24","S43G01N143",20240106,"원주 DB","홈",3,231,-5,"2점",1,FALSE,1.16,0.479,1.111
"2023_24","S43G01N145",20240107,"부산 KCC","원정",1,509,2,"2점",0,FALSE,0.75,-0.521,-0.782
"2023_24","S43G01N145",20240107,"부산 KCC","원정",1,258,7,"2점",1,FALSE,0.71,0.479,0.679
"2023_24","S43G01N145",20240107,"부산 KCC","원정",1,231,9,"2점",0,FALSE,0.66,-0.521,-0.689
"2023_24","S43G01N145",20240107,"부산 KCC","원정",2,355,3,"3점",0,FALSE,1.35,-0.325,-1.316
"2023_24","S43G01N145",20240107,"부산 KCC","원정",2,289,3,"2점",1,FALSE,0.91,0.479,0.87
"2023_24","S43G01N145",20240107,"부산 KCC","원정",2,149,3,"2점",1,FALSE,0.95,0.479,0.91
"2023_24","S43G01N145",20240107,"부산 KCC","원정",2,55,5,"2점",0,FALSE,0.92,-0.521,-0.957
"2023_24","S43G01N145",20240107,"부산 KCC","원정",3,564,-0,"2점",0,FALSE,1.07,-0.521,-1.115
"2023_24","S43G01N145",20240107,"부산 KCC","원정",3,378,-0,"3점",0,FALSE,1.78,-0.325,-1.733
"2023_24","S43G01N145",20240107,"부산 KCC","원정",3,95,-10,"3점",0,FALSE,1.34,-0.325,-1.307
"2023_24","S43G01N145",20240107,"부산 KCC","원정",3,13,-10,"3점",0,FALSE,1.34,-0.325,-1.309
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,556,-11,"3점",1,FALSE,1.16,0.675,2.349
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,502,-10,"2점",1,FALSE,0.8,0.479,0.764
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,435,-8,"2점",1,FALSE,1.06,0.479,1.014
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,401,-8,"2점",0,FALSE,1.06,-0.521,-1.101
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,357,-8,"3점",0,FALSE,1.74,-0.325,-1.702
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,312,-8,"3점",0,FALSE,1.73,-0.325,-1.689
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,200,-6,"2점",1,FALSE,1.46,0.479,1.402
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,89,-6,"3점",1,FALSE,2.17,0.675,4.388
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,56,-6,"3점",0,FALSE,1.6,-0.325,-1.559
"2023_24","S43G01N145",20240107,"부산 KCC","원정",4,44,-7,"2점",0,FALSE,0.16,-0.521,-0.17
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",1,6,-4,"3점",0,FALSE,1.3,-0.325,-1.266
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",2,446,-7,"2점",0,FALSE,0.82,-0.521,-0.852
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",2,115,-3,"3점",1,FALSE,1.53,0.675,3.1
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",3,485,-2,"3점",0,FALSE,1.7,-0.325,-1.656
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",3,91,4,"2점",1,FALSE,1.2,0.479,1.15
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",3,59,7,"3점",0,FALSE,1.39,-0.325,-1.352
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",4,333,1,"2점",1,FALSE,1.91,0.479,1.832
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",4,264,-1,"3점",0,TRUE,3.41,-0.325,-3.327
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",4,191,1,"3점",0,TRUE,3.54,-0.325,-3.457
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",4,140,-5,"3점",1,TRUE,3.14,0.675,6.355
"2023_24","S43G01N148",20240108,"대구 한국가스공사","원정",4,99,-2,"3점",0,TRUE,5.38,-0.325,-5.252
"2023_24","S43G01N15",20231029,"창원 LG","홈",1,405,0,"3점",0,FALSE,1.19,-0.325,-1.161
"2023_24","S43G01N15",20231029,"창원 LG","홈",1,321,-1,"3점",1,FALSE,1.22,0.675,2.464
"2023_24","S43G01N15",20231029,"창원 LG","홈",1,286,0,"3점",0,FALSE,1.22,-0.325,-1.193
"2023_24","S43G01N15",20231029,"창원 LG","홈",1,65,-4,"3점",0,FALSE,1.28,-0.325,-1.246
"2023_24","S43G01N15",20231029,"창원 LG","홈",2,424,-10,"2점",0,FALSE,0.73,-0.521,-0.758
"2023_24","S43G01N15",20231029,"창원 LG","홈",2,250,-10,"2점",0,FALSE,0.75,-0.521,-0.781
"2023_24","S43G01N15",20231029,"창원 LG","홈",3,493,-15,"2점",1,FALSE,0.5,0.479,0.482
"2023_24","S43G01N15",20231029,"창원 LG","홈",3,460,-15,"3점",0,FALSE,0.81,-0.325,-0.791
"2023_24","S43G01N15",20231029,"창원 LG","홈",4,462,-17,"3점",0,FALSE,0.27,-0.325,-0.266
"2023_24","S43G01N153",20240117,"안양 정관장","홈",1,559,2,"2점",0,FALSE,0.74,-0.521,-0.774
"2023_24","S43G01N153",20240117,"안양 정관장","홈",1,246,9,"2점",0,FALSE,0.66,-0.521,-0.688
"2023_24","S43G01N153",20240117,"안양 정관장","홈",2,564,-5,"2점",1,FALSE,0.84,0.479,0.8
"2023_24","S43G01N153",20240117,"안양 정관장","홈",2,476,-7,"2점",0,FALSE,0.81,-0.521,-0.846
"2023_24","S43G01N153",20240117,"안양 정관장","홈",2,294,-1,"2점",1,FALSE,0.95,0.479,0.906
"2023_24","S43G01N153",20240117,"안양 정관장","홈",2,226,-3,"3점",1,FALSE,1.47,0.675,2.979
"2023_24","S43G01N153",20240117,"안양 정관장","홈",2,118,-5,"3점",1,FALSE,1.48,0.675,2.991
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,539,-3,"2점",0,FALSE,1.07,-0.521,-1.11
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,479,-1,"3점",0,FALSE,1.7,-0.325,-1.662
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,407,-1,"3점",1,FALSE,1.76,0.675,3.569
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,369,-1,"3점",0,FALSE,1.8,-0.325,-1.754
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,270,-5,"3점",0,FALSE,1.78,-0.325,-1.734
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,240,-5,"3점",1,FALSE,1.8,0.675,3.652
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,180,-3,"3점",0,FALSE,1.97,-0.325,-1.925
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,126,-1,"2점",1,FALSE,1.36,0.479,1.299
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,82,1,"2점",0,FALSE,1.37,-0.521,-1.428
"2023_24","S43G01N153",20240117,"안양 정관장","홈",3,22,-4,"2점",1,FALSE,1.37,0.479,1.31
"2023_24","S43G01N153",20240117,"안양 정관장","홈",4,522,-3,"3점",1,FALSE,2.39,0.675,4.838
"2023_24","S43G01N153",20240117,"안양 정관장","홈",4,326,-3,"3점",1,FALSE,2.97,0.675,6.021
"2023_24","S43G01N153",20240117,"안양 정관장","홈",4,133,4,"2점",0,TRUE,1.49,-0.521,-1.552
"2023_24","S43G01N153",20240117,"안양 정관장","홈",4,50,3,"2점",0,TRUE,1.5,-0.521,-1.564
"2023_24","S43G01N153",20240117,"안양 정관장","홈",4,26,2,"3점",1,TRUE,2.21,0.675,4.475
"2023_24","S43G01N157",20240119,"안양 정관장","원정",1,525,-1,"3점",0,FALSE,1.16,-0.325,-1.135
"2023_24","S43G01N157",20240119,"안양 정관장","원정",1,493,1,"2점",1,FALSE,0.76,0.479,0.727
"2023_24","S43G01N157",20240119,"안양 정관장","원정",2,530,-2,"2점",0,FALSE,0.88,-0.521,-0.914
"2023_24","S43G01N157",20240119,"안양 정관장","원정",2,489,-5,"2점",1,FALSE,0.85,0.479,0.816
"2023_24","S43G01N157",20240119,"안양 정관장","원정",2,349,-6,"2점",0,FALSE,0.86,-0.521,-0.9
"2023_24","S43G01N157",20240119,"안양 정관장","원정",2,198,-9,"3점",0,FALSE,1.25,-0.325,-1.222
"2023_24","S43G01N157",20240119,"안양 정관장","원정",3,563,-11,"3점",1,FALSE,1.17,0.675,2.359
"2023_24","S43G01N157",20240119,"안양 정관장","원정",3,520,-10,"3점",1,FALSE,1.26,0.675,2.544
"2023_24","S43G01N157",20240119,"안양 정관장","원정",3,493,-7,"2점",0,FALSE,0.95,-0.521,-0.994
"2023_24","S43G01N157",20240119,"안양 정관장","원정",3,452,-8,"3점",0,FALSE,1.44,-0.325,-1.407
"2023_24","S43G01N157",20240119,"안양 정관장","원정",4,531,-15,"3점",0,FALSE,0.54,-0.325,-0.531
"2023_24","S43G01N157",20240119,"안양 정관장","원정",4,464,-17,"3점",1,FALSE,0.27,0.675,0.556
"2023_24","S43G01N157",20240119,"안양 정관장","원정",4,388,-10,"2점",0,FALSE,0.74,-0.521,-0.767
"2023_24","S43G01N157",20240119,"안양 정관장","원정",4,269,-10,"3점",0,FALSE,1.05,-0.325,-1.024
"2023_24","S43G01N157",20240119,"안양 정관장","원정",4,142,-10,"2점",1,FALSE,0.25,0.479,0.241
"2023_24","S43G01N157",20240119,"안양 정관장","원정",4,110,-8,"3점",1,FALSE,1.01,0.675,2.049
"2023_24","S43G01N160",20240120,"수원 KT","홈",1,472,-5,"3점",1,FALSE,1.15,0.675,2.322
"2023_24","S43G01N160",20240120,"수원 KT","홈",1,278,-5,"2점",1,FALSE,0.77,0.479,0.742
"2023_24","S43G01N160",20240120,"수원 KT","홈",1,231,-2,"3점",0,FALSE,1.24,-0.325,-1.213
"2023_24","S43G01N160",20240120,"수원 KT","홈",1,151,-7,"2점",1,FALSE,0.76,0.479,0.73
"2023_24","S43G01N160",20240120,"수원 KT","홈",1,109,-7,"3점",0,FALSE,1.19,-0.325,-1.165
"2023_24","S43G01N160",20240120,"수원 KT","홈",1,75,-10,"2점",1,FALSE,0.7,0.479,0.668
"2023_24","S43G01N160",20240120,"수원 KT","홈",2,136,-10,"3점",0,FALSE,1.21,-0.325,-1.176
"2023_24","S43G01N160",20240120,"수원 KT","홈",2,86,-13,"2점",0,FALSE,0.62,-0.521,-0.649
"2023_24","S43G01N160",20240120,"수원 KT","홈",2,39,-11,"2점",1,FALSE,0.73,0.479,0.696
"2023_24","S43G01N160",20240120,"수원 KT","홈",2,1,-12,"2점",0,FALSE,0.68,-0.521,-0.705
"2023_24","S43G01N160",20240120,"수원 KT","홈",3,284,-10,"3점",0,FALSE,1.31,-0.325,-1.279
"2023_24","S43G01N160",20240120,"수원 KT","홈",3,258,-10,"2점",1,FALSE,0.82,0.479,0.786
"2023_24","S43G01N160",20240120,"수원 KT","홈",4,588,-6,"2점",0,FALSE,1.24,-0.521,-1.295
"2023_24","S43G01N160",20240120,"수원 KT","홈",4,449,-5,"3점",0,FALSE,2.32,-0.325,-2.265
"2023_24","S43G01N160",20240120,"수원 KT","홈",4,371,-7,"2점",0,FALSE,1.23,-0.521,-1.277
"2023_24","S43G01N160",20240120,"수원 KT","홈",4,182,-15,"2점",0,FALSE,0.03,-0.521,-0.026
"2023_24","S43G01N162",20240121,"부산 KCC","홈",1,520,-5,"2점",1,FALSE,0.74,0.479,0.705
"2023_24","S43G01N162",20240121,"부산 KCC","홈",1,441,-5,"3점",0,FALSE,1.15,-0.325,-1.127
"2023_24","S43G01N162",20240121,"부산 KCC","홈",1,419,-7,"3점",0,FALSE,1.12,-0.325,-1.092
"2023_24","S43G01N162",20240121,"부산 KCC","홈",1,279,-2,"2점",1,FALSE,0.8,0.479,0.767
"2023_24","S43G01N162",20240121,"부산 KCC","홈",2,338,-2,"3점",0,FALSE,1.43,-0.325,-1.393
"2023_24","S43G01N162",20240121,"부산 KCC","홈",2,226,-3,"2점",0,FALSE,0.96,-0.521,-0.996
"2023_24","S43G01N162",20240121,"부산 KCC","홈",2,104,5,"2점",1,FALSE,0.9,0.479,0.867
"2023_24","S43G01N162",20240121,"부산 KCC","홈",2,66,4,"2점",0,FALSE,0.95,-0.521,-0.989
"2023_24","S43G01N162",20240121,"부산 KCC","홈",3,529,7,"2점",0,FALSE,0.86,-0.521,-0.897
"2023_24","S43G01N162",20240121,"부산 KCC","홈",3,405,3,"3점",0,FALSE,1.63,-0.325,-1.589
"2023_24","S43G01N162",20240121,"부산 KCC","홈",3,337,1,"3점",1,FALSE,1.78,0.675,3.608
"2023_24","S43G01N162",20240121,"부산 KCC","홈",3,300,4,"3점",0,FALSE,1.63,-0.325,-1.588
"2023_24","S43G01N162",20240121,"부산 KCC","홈",3,138,-6,"3점",0,FALSE,1.82,-0.325,-1.773
"2023_24","S43G01N162",20240121,"부산 KCC","홈",4,462,-7,"2점",0,FALSE,1.2,-0.521,-1.247
"2023_24","S43G01N162",20240121,"부산 KCC","홈",4,255,-13,"3점",0,FALSE,0.37,-0.325,-0.361
"2023_24","S43G01N162",20240121,"부산 KCC","홈",4,139,-13,"3점",0,FALSE,0.08,-0.325,-0.081
"2023_24","S43G01N166",20240123,"서울 삼성","홈",1,577,0,"2점",0,FALSE,0.75,-0.521,-0.782
"2023_24","S43G01N166",20240123,"서울 삼성","홈",1,537,2,"3점",0,FALSE,1.14,-0.325,-1.109
"2023_24","S43G01N166",20240123,"서울 삼성","홈",1,528,2,"3점",1,FALSE,1.14,0.675,2.304
"2023_24","S43G01N166",20240123,"고양 소노","원정",1,483,-5,"3점",0,FALSE,1.14,-0.325,-1.117
"2023_24","S43G01N166",20240123,"서울 삼성","홈",1,358,6,"2점",0,FALSE,0.72,-0.521,-0.748
"2023_24","S43G01N166",20240123,"서울 삼성","홈",1,314,6,"3점",1,FALSE,1.09,0.675,2.211
"2023_24","S43G01N166",20240123,"서울 삼성","홈",1,224,9,"3점",0,FALSE,0.99,-0.325,-0.968
"2023_24","S43G01N166",20240123,"서울 삼성","홈",2,480,1,"3점",0,FALSE,1.35,-0.325,-1.316
"2023_24","S43G01N166",20240123,"고양 소노","원정",2,454,-1,"3점",0,FALSE,1.38,-0.325,-1.344
"2023_24","S43G01N166",20240123,"서울 삼성","홈",2,119,8,"3점",1,FALSE,1.16,0.675,2.349
"2023_24","S43G01N166",20240123,"서울 삼성","홈",2,87,9,"3점",0,FALSE,1.09,-0.325,-1.066
"2023_24","S43G01N166",20240123,"서울 삼성","홈",3,568,2,"2점",0,FALSE,1.04,-0.521,-1.083
"2023_24","S43G01N166",20240123,"서울 삼성","홈",3,465,5,"2점",1,FALSE,0.98,0.479,0.935
"2023_24","S43G01N166",20240123,"서울 삼성","홈",3,347,8,"3점",0,FALSE,1.22,-0.325,-1.195
