"tv","glkey","tnameH","seasonGrade","gameDate","bookmarkFlag","scoreA","challengeSq","tnameA","tnameFH","scoreH","gameStart","gameTime","logoA","weekDay","logoH","tcodeA","isEnded","artcSq","gameNo","tcodeH","tvCode","gameEnd","seasonCode","stadiumnameEn","seasonCategoryName","gmkey","stadiumname","tnameFA","isStarted","replayUrl","seasonName1","stadiumnameF","gameCode","seasonCategory","playingQuarter","game_id"
"IB SPORTS","S47G01","원주 DB",1,"20251008",0,69,282,"안양 정관장","원주 DB 프로미",75,"1400","210","kgc","수","db","70",1,10046647,12,"16","T21","1610",47,"Wonju Gymnasium","정규시즌","S47G01N12","원주DB프로미아레나","안양 정관장 레드부스터스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N12"
"tvN SPORTS","S47G01","고양 소노",1,"20251008",0,78,283,"서울 SK","고양 소노 스카이거너스",82,"1630","156","sk","수","sono","55",1,10046648,13,"66","T36","1826",47,"GOYANG SONO ARENA","정규시즌","S47G01N13","고양소노아레나","서울 SK 나이츠",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N13"
"IB SPORTS","S47G01","수원 KT",1,"20251009",0,66,284,"서울 삼성","수원 KT 소닉붐",74,"1400","156","ss","목","kt","35",1,10046673,14,"06","T21","1556",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N14","수원 KT 소닉붐 아레나","서울 삼성 썬더스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N14"
"tvN SPORTS","S47G01","고양 소노",1,"20251010",0,80,285,"창원 LG","고양 소노 스카이거너스",74,"1900","209","lg","금","sono","50",1,10046688,15,"66","T36","2109",47,"GOYANG SONO ARENA","정규시즌","S47G01N15","고양소노아레나","창원 LG 세이커스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N15"
"IB SPORTS","S47G01","울산 현대모비스",1,"20251011",0,86,286,"부산 KCC","울산 현대모비스 피버스",68,"1400","158","kcc","토","hd","60",1,10046703,16,"10","T21","1558",47,"Dongcheon Gymnasium","정규시즌","S47G01N16","울산동천","부산 KCC 이지스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N16"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251011",0,80,287,"원주 DB","대구 한국가스공사 페가수스",70,"1400","158","db","토","pega","16",1,10046704,17,"64","T36","1558",47,"Daegue Gymnasium","정규시즌","S47G01N17","대구","원주 DB 프로미",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N17"
"IB SPORTS","S47G01","안양 정관장",1,"20251011",0,66,288,"서울 SK","안양 정관장 레드부스터스",75,"1630","158","sk","토","kgc","55",1,10046705,18,"70","T21","1828",47,"Anyang Gymnasium","정규시즌","S47G01N18","안양 정관장 아레나","서울 SK 나이츠",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N18"
"tvN SPORTS","S47G01","창원 LG",1,"20251012",0,53,289,"수원 KT","창원 LG 세이커스",69,"1400","155","kt","일","lg","06",1,10046742,19,"50","T36","1555",47,"Changwon Gymnasium","정규시즌","S47G01N19","창원체육관","수원 KT 소닉붐",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N19"
"IB SPORTS","S47G01","대구 한국가스공사",1,"20251012",0,86,290,"고양 소노","대구 한국가스공사 페가수스",80,"1400","217","sono","일","pega","66",1,10046743,20,"64","T21","1617",47,"Daegue Gymnasium","정규시즌","S47G01N20","대구","고양 소노 스카이거너스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N20"
"IB SPORTS","S47G01","안양 정관장",1,"20251012",0,83,291,"서울 삼성","안양 정관장 레드부스터스",80,"1630","201","ss","일","kgc","35",1,10046744,21,"70","T21","1831",47,"Anyang Gymnasium","정규시즌","S47G01N21","안양 정관장 아레나","서울 삼성 썬더스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N21"
"tvN SPORTS","S47G01","서울 SK",1,"20251013",0,75,292,"부산 KCC","서울 SK 나이츠",67,"1900","203","kcc","월","sk","60",1,10046789,22,"55","T36","2103",47,"Jamsil Student Gymnasium","정규시즌","S47G01N22","잠실학생","부산 KCC 이지스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N22"
"IB SPORTS","S47G01","울산 현대모비스",1,"20251014",0,77,293,"대구 한국가스공사","울산 현대모비스 피버스",82,"1900","201","pega","화","hd","64",1,10046803,23,"10","T21","2101",47,"Dongcheon Gymnasium","정규시즌","S47G01N23","울산동천","대구 한국가스공사 페가수스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N23"
"tvN SPORTS","S47G01","창원 LG",1,"20251015",0,70,294,"안양 정관장","창원 LG 세이커스",62,"1900","152","kgc","수","lg","70",1,10046816,24,"50","T36","2052",47,"Changwon Gymnasium","정규시즌","S47G01N24","창원체육관","안양 정관장 레드부스터스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N24"
"tvN SPORTS","S47G01","원주 DB",1,"20251016",0,86,295,"부산 KCC","원주 DB 프로미",84,"1900","202","kcc","목","db","60",1,10046830,25,"16","T36","2102",47,"Wonju Gymnasium","정규시즌","S47G01N25","원주DB프로미아레나","부산 KCC 이지스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N25"
"IB SPORTS","S47G01","서울 SK",1,"20251017",0,78,296,"울산 현대모비스","서울 SK 나이츠",75,"1900","154","hd","금","sk","10",1,10046846,26,"55","T21","2054",47,"Jamsil Student Gymnasium","정규시즌","S47G01N26","잠실학생","울산 현대모비스 피버스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N26"
"tvN SPORTS","S47G01","원주 DB",1,"20251018",0,76,297,"고양 소노","원주 DB 프로미",83,"1400","205","sono","토","db","66",1,10046857,27,"16","T36","1605",47,"Wonju Gymnasium","정규시즌","S47G01N27","원주DB프로미아레나","고양 소노 스카이거너스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N27"
"tvN SPORTS","S47G01","수원 KT",1,"20251018",0,65,298,"대구 한국가스공사","수원 KT 소닉붐",68,"1630","159","pega","토","kt","64",1,10046861,28,"06","T36","1829",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N28","수원 KT 소닉붐 아레나","대구 한국가스공사 페가수스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N28"
"IB SPORTS","S47G01","창원 LG",1,"20251018",0,64,299,"서울 삼성","창원 LG 세이커스",75,"1630","153","ss","토","lg","35",1,10046862,29,"50","T21","1823",47,"Changwon Gymnasium","정규시즌","S47G01N29","창원체육관","서울 삼성 썬더스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N29"
"IB SPORTS","S47G01","안양 정관장",1,"20251019",0,66,300,"울산 현대모비스","안양 정관장 레드부스터스",79,"1400","153","hd","일","kgc","10",1,10046885,30,"70","T21","1553",47,"Anyang Gymnasium","정규시즌","S47G01N30","안양 정관장 아레나","울산 현대모비스 피버스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N30"
"tvN SPORTS","S47G01","고양 소노",1,"20251019",0,64,301,"부산 KCC","고양 소노 스카이거너스",58,"1400","202","kcc","일","sono","60",1,10046886,31,"66","T36","1602",47,"GOYANG SONO ARENA","정규시즌","S47G01N31","고양소노아레나","부산 KCC 이지스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N31"
"tvN SPORTS","S47G01","서울 SK",1,"20251019",0,66,302,"원주 DB","서울 SK 나이츠",81,"1630","204","db","일","sk","16",1,10046894,32,"55","T36","1834",47,"Jamsil Student Gymnasium","정규시즌","S47G01N32","잠실학생","원주 DB 프로미",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N32"
"tvN SPORTS","S47G01","창원 LG",1,"20251020",0,68,303,"대구 한국가스공사","창원 LG 세이커스",76,"1900","158","pega","월","lg","64",1,10046931,33,"50","T36","2058",47,"Changwon Gymnasium","정규시즌","S47G01N33","창원체육관","대구 한국가스공사 페가수스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N33"
"IB SPORTS","S47G01","원주 DB",1,"20251021",0,84,304,"수원 KT","원주 DB 프로미",81,"1900","207","kt","화","db","06",1,10046945,34,"16","T21","2107",47,"Wonju Gymnasium","정규시즌","S47G01N34","원주DB프로미아레나","수원 KT 소닉붐",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N34"
"IB SPORTS","S47G01","안양 정관장",1,"20251022",0,57,305,"부산 KCC","안양 정관장 레드부스터스",60,"1900","500","kcc","수","kgc","60",1,10046959,35,"70","T21","0000",47,"Anyang Gymnasium","정규시즌","S47G01N35","안양 정관장 아레나","부산 KCC 이지스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N35"
"IB SPORTS","S47G01","서울 삼성",1,"20251023",0,80,306,"울산 현대모비스","서울 삼성 썬더스",76,"1900","141","hd","목","ss","10",1,10046972,36,"35","T21","2041",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N36","잠실실내","울산 현대모비스 피버스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N36"
"IB SPORTS","S47G01","수원 KT",1,"20251024",0,71,307,"고양 소노","수원 KT 소닉붐",77,"1900","213","sono","금","kt","66",1,10047026,37,"06","T21","2113",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N37","수원 KT 소닉붐 아레나","고양 소노 스카이거너스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N37"
"IB SPORTS","S47G01","울산 현대모비스",1,"20251025",0,87,308,"창원 LG","울산 현대모비스 피버스",75,"1400","200","lg","토","hd","50",1,10047038,38,"10","T21","1600",47,"Dongcheon Gymnasium","정규시즌","S47G01N38","울산동천","창원 LG 세이커스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N38"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251025",0,71,309,"부산 KCC","대구 한국가스공사 페가수스",61,"1400","205","kcc","토","pega","60",1,10047039,39,"64","T36","1605",47,"Daegue Gymnasium","정규시즌","S47G01N39","대구","부산 KCC 이지스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N39"
"tvN SPORTS","S47G01","서울 삼성",1,"20251025",0,94,310,"원주 DB","서울 삼성 썬더스",80,"1630","157","db","토","ss","16",1,10047040,40,"35","T36","1827",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N40","잠실실내","원주 DB 프로미",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N40"
"IB SPORTS","S47G01","수원 KT",1,"20251026",0,92,311,"안양 정관장","수원 KT 소닉붐",87,"1400","206","kgc","일","kt","70",1,10047069,41,"06","T21","1606",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N41","수원 KT 소닉붐 아레나","안양 정관장 레드부스터스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N41"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251026",0,81,312,"서울 SK","대구 한국가스공사 페가수스",83,"1400","229","sk","일","pega","55",1,10047070,42,"64","T36","1629",47,"Daegue Gymnasium","정규시즌","S47G01N42","대구","서울 SK 나이츠",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N42"
"tvN SPORTS","S47G01","서울 삼성",1,"20251026",0,83,313,"고양 소노","서울 삼성 썬더스",85,"1630","206","sono","일","ss","66",1,10047072,43,"35","T36","1836",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N43","잠실실내","고양 소노 스카이거너스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N43"
"tvN SPORTS","S47G01","창원 LG",1,"20251027",0,72,314,"부산 KCC","창원 LG 세이커스",81,"1900","157","kcc","월","lg","60",1,10047110,44,"50","T36","2057",47,"Changwon Gymnasium","정규시즌","S47G01N44","창원체육관","부산 KCC 이지스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N44"
"tvN SPORTS","S47G01","서울 삼성",1,"20251028",0,74,315,"서울 SK","서울 삼성 썬더스",83,"1900","202","sk","화","ss","55",1,10047125,45,"35","T36","2102",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N45","잠실실내","서울 SK 나이츠",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N45"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251029",0,87,316,"원주 DB","대구 한국가스공사 페가수스",73,"1900","158","db","수","pega","16",1,10047141,46,"64","T36","2058",47,"Daegue Gymnasium","정규시즌","S47G01N46","대구","원주 DB 프로미",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N46"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251030",0,76,317,"수원 KT","울산 현대모비스 피버스",73,"1900","155","kt","목","hd","06",1,10047155,47,"10","T36","2055",47,"Dongcheon Gymnasium","정규시즌","S47G01N47","울산동천","수원 KT 소닉붐",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N47"
"IB SPORTS","S47G01","서울 SK",1,"20251031",0,71,318,"대구 한국가스공사","서울 SK 나이츠",79,"1900","214","pega","금","sk","64",1,10047171,48,"55","T21","2114",47,"Jamsil Student Gymnasium","정규시즌","S47G01N48","잠실학생","대구 한국가스공사 페가수스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N48"
NA,"S47G01","고양 소노",1,"20251101",0,64,319,"창원 LG","고양 소노 스카이거너스",74,"1400","142","lg","토","sono","50",1,10047190,49,"66",NA,"1542",47,"GOYANG SONO ARENA","정규시즌","S47G01N49","고양소노아레나","창원 LG 세이커스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N49"
"IB SPORTS","S47G01","서울 삼성",1,"20251101",0,77,320,"부산 KCC","서울 삼성 썬더스",100,"1400","154","kcc","토","ss","60",1,10047191,50,"35","T21","1554",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N50","잠실실내","부산 KCC 이지스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N50"
NA,"S47G01","원주 DB",1,"20251101",0,81,321,"울산 현대모비스","원주 DB 프로미",86,"1630","203","hd","토","db","10",1,10047192,51,"16",NA,"1833",47,"Wonju Gymnasium","정규시즌","S47G01N51","원주DB프로미아레나","울산 현대모비스 피버스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N51"
"IB SPORTS","S47G01","수원 KT",1,"20251102",0,71,322,"대구 한국가스공사","수원 KT 소닉붐",60,"1400","201","pega","일","kt","64",1,10047227,52,"06","T21","1601",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N52","수원 KT 소닉붐 아레나","대구 한국가스공사 페가수스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N52"
NA,"S47G01","안양 정관장",1,"20251102",0,75,323,"고양 소노","안양 정관장 레드부스터스",78,"1400","211","sono","일","kgc","66",1,10047228,53,"70",NA,"1611",47,"Anyang Gymnasium","정규시즌","S47G01N53","안양 정관장 아레나","고양 소노 스카이거너스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N53"
"tvN SPORTS","S47G01","서울 SK",1,"20251102",0,80,324,"창원 LG","서울 SK 나이츠",75,"1630","212","lg","일","sk","50",1,10047229,54,"55","T36","1842",47,"Jamsil Student Gymnasium","정규시즌","S47G01N54","잠실학생","창원 LG 세이커스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N54"
"tvN SPORTS","S47G01","서울 삼성",1,"20251103",0,92,325,"울산 현대모비스","서울 삼성 썬더스",79,"1900","147","hd","월","ss","10",1,10047263,55,"35","T36","2047",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N55","잠실실내","울산 현대모비스 피버스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N55"
"tvN SPORTS","S47G01","서울 SK",1,"20251104",0,68,326,"부산 KCC","서울 SK 나이츠",76,"1900","202","kcc","화","sk","60",1,10047282,56,"55","T36","2102",47,"Jamsil Student Gymnasium","정규시즌","S47G01N56","잠실학생","부산 KCC 이지스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N56"
"tvN SPORTS","S47G01","서울 삼성",1,"20251105",0,75,327,"안양 정관장","서울 삼성 썬더스",89,"1900","206","kgc","수","ss","70",1,10047296,57,"35","T36","2106",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N57","잠실실내","안양 정관장 레드부스터스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N57"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251106",0,68,328,"고양 소노","울산 현대모비스 피버스",74,"1900","157","sono","목","hd","66",1,10047315,58,"10","T36","2057",47,"Dongcheon Gymnasium","정규시즌","S47G01N58","울산동천","고양 소노 스카이거너스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N58"
"tvN SPORTS","S47G01","안양 정관장",1,"20251107",0,68,329,"서울 SK","안양 정관장 레드부스터스",66,"1900","208","sk","금","kgc","55",1,10047332,59,"70","T36","2108",47,"Anyang Gymnasium","정규시즌","S47G01N59","안양 정관장 아레나","서울 SK 나이츠",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N59"
"IB SPORTS","S47G01","수원 KT",1,"20251108",0,89,330,"부산 KCC","수원 KT 소닉붐",81,"1400","157","kcc","토","kt","60",1,10047342,60,"06","T21","1557",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N60","수원 KT 소닉붐 아레나","부산 KCC 이지스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N60"
"tvN SPORTS","S47G01","원주 DB",1,"20251108",0,59,331,"창원 LG","원주 DB 프로미",66,"1400","158","lg","토","db","50",1,10047343,61,"16","T36","1558",47,"Wonju Gymnasium","정규시즌","S47G01N61","원주DB프로미아레나","창원 LG 세이커스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N61"
"tvN SPORTS","S47G01","서울 삼성",1,"20251108",0,85,332,"대구 한국가스공사","서울 삼성 썬더스",80,"1630","216","pega","토","ss","64",1,10047344,62,"35","T36","1846",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N62","잠실실내","대구 한국가스공사 페가수스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N62"
"IB SPORTS","S47G01","울산 현대모비스",1,"20251109",0,76,333,"안양 정관장","울산 현대모비스 피버스",50,"1400","142","kgc","일","hd","70",1,10047375,63,"10","T21","1542",47,"Dongcheon Gymnasium","정규시즌","S47G01N63","울산동천","안양 정관장 레드부스터스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N63"
"tvN SPORTS","S47G01","수원 KT",1,"20251109",0,85,334,"고양 소노","수원 KT 소닉붐",63,"1400","205","sono","일","kt","66",1,10047376,64,"06","T36","1605",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N64","수원 KT 소닉붐 아레나","고양 소노 스카이거너스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N64"
"tvN SPORTS","S47G01","서울 삼성",1,"20251109",0,75,335,"서울 SK","서울 삼성 썬더스",67,"1630","156","sk","일","ss","55",1,10047377,65,"35","T36","1826",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N65","잠실실내","서울 SK 나이츠",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N65"
"tvN SPORTS","S47G01","창원 LG",1,"20251110",0,61,336,"부산 KCC","창원 LG 세이커스",83,"1900","158","kcc","월","lg","60",1,10047412,66,"50","T36","2058",47,"Changwon Gymnasium","정규시즌","S47G01N66","창원체육관","부산 KCC 이지스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N66"
"tvN SPORTS","S47G01","원주 DB",1,"20251111",0,65,337,"수원 KT","원주 DB 프로미",64,"1900","211","kt","화","db","06",1,10047434,67,"16","T36","2111",47,"Wonju Gymnasium","정규시즌","S47G01N67","원주DB프로미아레나","수원 KT 소닉붐",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N67"
"IB SPORTS","S47G01","서울 삼성",1,"20251112",0,95,338,"창원 LG","서울 삼성 썬더스",83,"1900","154","lg","수","ss","50",1,10047445,68,"35","T21","2054",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N68","잠실실내","창원 LG 세이커스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N68"
"tvN SPORTS","S47G01","안양 정관장",1,"20251113",0,63,339,"원주 DB","안양 정관장 레드부스터스",84,"1900","153","db","목","kgc","16",1,10047464,69,"70","T36","2053",47,"Anyang Gymnasium","정규시즌","S47G01N69","안양 정관장 아레나","원주 DB 프로미",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N69"
"IB SPORTS","S47G01","고양 소노",1,"20251113",0,82,340,"대구 한국가스공사","고양 소노 스카이거너스",93,"1900","202","pega","목","sono","64",1,10047465,70,"66","T21","2102",47,"GOYANG SONO ARENA","정규시즌","S47G01N70","고양소노아레나","대구 한국가스공사 페가수스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N70"
"IB SPORTS","S47G01","수원 KT",1,"20251115",0,82,341,"창원 LG","수원 KT 소닉붐",67,"1400","157","lg","토","kt","50",1,NA,71,"06","T21","1557",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N71","수원 KT 소닉붐 아레나","창원 LG 세이커스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N71"
"tvN SPORTS","S47G01","원주 DB",1,"20251115",0,84,342,"서울 SK","원주 DB 프로미",87,"1400","202","sk","토","db","55",1,NA,72,"16","T36","1602",47,"Wonju Gymnasium","정규시즌","S47G01N72","원주DB프로미아레나","서울 SK 나이츠",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N72"
"tvN SPORTS","S47G01","부산 KCC",1,"20251115",0,77,343,"울산 현대모비스","부산 KCC 이지스",88,"1630","156","hd","토","kcc","10",1,10047509,73,"60","T36","1826",47,"Busan Sajik Gymnasium","정규시즌","S47G01N73","부산사직","울산 현대모비스 피버스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N73"
"tvN SPORTS","S47G01","안양 정관장",1,"20251116",0,78,344,"창원 LG","안양 정관장 레드부스터스",70,"1400","148","lg","일","kgc","50",1,10047549,74,"70","T36","1548",47,"Anyang Gymnasium","정규시즌","S47G01N74","안양 정관장 아레나","창원 LG 세이커스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N74"
"IB SPORTS","S47G01","고양 소노",1,"20251116",0,75,345,"서울 삼성","고양 소노 스카이거너스",72,"1400","216","ss","일","sono","35",1,10047550,75,"66","T21","1616",47,"GOYANG SONO ARENA","정규시즌","S47G01N75","고양소노아레나","서울 삼성 썬더스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N75"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251116",0,57,346,"울산 현대모비스","대구 한국가스공사 페가수스",67,"1630","204","hd","일","pega","10",1,10047552,76,"64","T36","1834",47,"Daegue Gymnasium","정규시즌","S47G01N76","대구","울산 현대모비스 피버스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N76"
"tvN SPORTS","S47G01","서울 SK",1,"20251117",0,83,347,"수원 KT","서울 SK 나이츠",85,"1900","219","kt","월","sk","06",1,10047586,77,"55","T36","2119",47,"Jamsil Student Gymnasium","정규시즌","S47G01N77","잠실학생","수원 KT 소닉붐",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N77"
