"tv","glkey","tnameH","seasonGrade","gameDate","bookmarkFlag","scoreA","challengeSq","tnameA","tnameFH","scoreH","gameStart","gameTime","logoA","weekDay","logoH","tcodeA","isEnded","artcSq","gameNo","tcodeH","tvCode","gameEnd","seasonCode","stadiumnameEn","seasonCategoryName","gmkey","stadiumname","tnameFA","isStarted","replayUrl","seasonName1","stadiumnameF","gameCode","seasonCategory","playingQuarter","game_id"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251118",0,94,348,"부산 KCC","대구 한국가스공사 페가수스",93,"1900","232","kcc","화","pega","60",1,10047602,78,"64","T36","2132",47,"Daegue Gymnasium","정규시즌","S47G01N78","대구","부산 KCC 이지스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N78"
"IB SPORTS","S47G01","원주 DB",1,"20251118",0,93,349,"고양 소노","원주 DB 프로미",82,"1900","202","sono","화","db","66",1,10047603,79,"16","T21","2102",47,"Wonju Gymnasium","정규시즌","S47G01N79","원주DB프로미아레나","고양 소노 스카이거너스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N79"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251119",0,89,350,"서울 SK","울산 현대모비스 피버스",68,"1900","155","sk","수","hd","55",1,10047626,80,"10","T36","2055",47,"Dongcheon Gymnasium","정규시즌","S47G01N80","울산동천","서울 SK 나이츠",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N80"
"IB SPORTS","S47G01","안양 정관장",1,"20251119",0,68,351,"수원 KT","안양 정관장 레드부스터스",62,"1900","157","kt","수","kgc","06",1,10047627,81,"70","T21","2057",47,"Anyang Gymnasium","정규시즌","S47G01N81","안양 정관장 아레나","수원 KT 소닉붐",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N81"
"tvN SPORTS","S47G01","원주 DB",1,"20251120",0,79,352,"서울 삼성","원주 DB 프로미",84,"1900","204","ss","목","db","35",1,10047657,82,"16","T36","2104",47,"Wonju Gymnasium","정규시즌","S47G01N82","원주DB프로미아레나","서울 삼성 썬더스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N82"
"IB SPORTS","S47G01","부산 KCC",1,"20251120",0,85,353,"고양 소노","부산 KCC 이지스",74,"1900","203","sono","목","kcc","66",1,10047658,83,"60","T21","2103",47,"Busan Sajik Gymnasium","정규시즌","S47G01N83","부산사직","고양 소노 스카이거너스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N83"
"IB SPORTS","S47G01","창원 LG",1,"20251204",0,66,354,"대구 한국가스공사","창원 LG 세이커스",64,"1900","158","pega","목","lg","64",1,NA,84,"50","T21","2058",47,"Changwon Gymnasium","정규시즌","S47G01N84","창원체육관","대구 한국가스공사 페가수스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N84"
"tvN SPORTS","S47G01","부산 KCC",1,"20251204",0,77,355,"안양 정관장","부산 KCC 이지스",72,"1900","153","kgc","목","kcc","70",1,NA,85,"60","T36","2053",47,"Busan Sajik Gymnasium","정규시즌","S47G01N85","부산사직","안양 정관장 레드부스터스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N85"
"IB SPORTS","S47G01","고양 소노",1,"20251205",0,79,356,"서울 SK","고양 소노 스카이거너스",72,"1900","158","sk","금","sono","55",1,NA,86,"66","T21","2058",47,"GOYANG SONO ARENA","정규시즌","S47G01N86","고양소노아레나","서울 SK 나이츠",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N86"
"tvN SPORTS","S47G01","서울 삼성",1,"20251205",0,71,357,"수원 KT","서울 삼성 썬더스",96,"1900","204","kt","금","ss","06",1,NA,87,"35","T36","2104",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N87","잠실실내","수원 KT 소닉붐",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N87"
"IB SPORTS","S47G01","창원 LG",1,"20251206",0,60,358,"울산 현대모비스","창원 LG 세이커스",90,"1400","152","hd","토","lg","10",1,10047882,88,"50","T21","1552",47,"Changwon Gymnasium","정규시즌","S47G01N88","창원체육관","울산 현대모비스 피버스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N88"
NA,"S47G01","대구 한국가스공사",1,"20251206",0,80,359,"안양 정관장","대구 한국가스공사 페가수스",67,"1400","208","kgc","토","pega","70",1,10047883,89,"64",NA,"1608",47,"Daegue Gymnasium","정규시즌","S47G01N89","대구","안양 정관장 레드부스터스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N89"
"tvN SPORTS","S47G01","부산 KCC",1,"20251206",0,77,360,"원주 DB","부산 KCC 이지스",80,"1630","206","db","토","kcc","16",1,NA,90,"60","T36","1836",47,"Busan Sajik Gymnasium","정규시즌","S47G01N90","부산사직","원주 DB 프로미",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N90"
"tvN SPORTS","S47G01","창원 LG",1,"20251207",0,63,361,"수원 KT","창원 LG 세이커스",66,"1400","159","kt","일","lg","06",1,10047919,91,"50","T36","1559",47,"Changwon Gymnasium","정규시즌","S47G01N91","창원체육관","수원 KT 소닉붐",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N91"
"IB SPORTS","S47G01","서울 삼성",1,"20251207",0,75,362,"고양 소노","서울 삼성 썬더스",59,"1400","159","sono","일","ss","66",1,10047920,92,"35","T21","1559",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N92","잠실실내","고양 소노 스카이거너스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N92"
"tvN SPORTS","S47G01","부산 KCC",1,"20251207",0,80,363,"서울 SK","부산 KCC 이지스",83,"1630","206","sk","일","kcc","55",1,NA,93,"60","T36","1836",47,"Busan Sajik Gymnasium","정규시즌","S47G01N93","부산사직","서울 SK 나이츠",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N93"
"tvN SPORTS","S47G01","원주 DB",1,"20251208",0,77,364,"울산 현대모비스","원주 DB 프로미",82,"1900","200","hd","월","db","10",1,NA,94,"16","T36","2100",47,"Wonju Gymnasium","정규시즌","S47G01N94","원주DB프로미아레나","울산 현대모비스 피버스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N94"
"tvN SPORTS","S47G01","고양 소노",1,"20251209",0,87,365,"안양 정관장","고양 소노 스카이거너스",78,"1900","206","kgc","화","sono","70",1,NA,95,"66","T36","2106",47,"GOYANG SONO ARENA","정규시즌","S47G01N95","고양소노아레나","안양 정관장 레드부스터스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N95"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251210",0,76,366,"서울 삼성","대구 한국가스공사 페가수스",80,"1900","200","ss","수","pega","35",1,10048008,96,"64","T36","2100",47,"Daegue Gymnasium","정규시즌","S47G01N96","대구","서울 삼성 썬더스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N96"
"tvN SPORTS","S47G01","원주 DB",1,"20251211",0,63,367,"서울 SK","원주 DB 프로미",65,"1900","200","sk","목","db","55",1,10048019,97,"16","T36","2100",47,"Wonju Gymnasium","정규시즌","S47G01N97","원주DB프로미아레나","서울 SK 나이츠",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N97"
"tvN SPORTS","S47G01","수원 KT",1,"20251212",0,69,368,"안양 정관장","수원 KT 소닉붐",89,"1900","206","kgc","금","kt","70",1,NA,98,"06","T36","2106",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N98","수원 KT 소닉붐 아레나","안양 정관장 레드부스터스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N98"
"IB SPORTS","S47G01","대구 한국가스공사",1,"20251213",0,77,370,"원주 DB","대구 한국가스공사 페가수스",81,"1400","212","db","토","pega","16",1,10048052,100,"64","T21","1612",47,"Daegue Gymnasium","정규시즌","S47G01N100","대구","원주 DB 프로미",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N100"
"tvN SPORTS","S47G01","서울 SK",1,"20251213",0,55,369,"창원 LG","서울 SK 나이츠",77,"1400","153","lg","토","sk","50",1,10048051,99,"55","T36","1553",47,"Jamsil Student Gymnasium","정규시즌","S47G01N99","잠실학생","창원 LG 세이커스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N99"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251213",0,84,371,"서울 삼성","울산 현대모비스 피버스",61,"1630","152","ss","토","hd","35",1,NA,101,"10","T36","1822",47,"Dongcheon Gymnasium","정규시즌","S47G01N101","울산동천","서울 삼성 썬더스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N101"
"IB SPORTS","S47G01","고양 소노",1,"20251214",0,80,372,"창원 LG","고양 소노 스카이거너스",75,"1400","155","lg","일","sono","50",1,NA,102,"66","T21","1555",47,"GOYANG SONO ARENA","정규시즌","S47G01N102","고양소노아레나","창원 LG 세이커스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N102"
"tvN SPORTS","S47G01","부산 KCC",1,"20251214",0,76,373,"안양 정관장","부산 KCC 이지스",103,"1400","157","kgc","일","kcc","70",1,NA,103,"60","T36","1557",47,"Busan Sajik Gymnasium","정규시즌","S47G01N103","부산사직","안양 정관장 레드부스터스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N103"
"tvN SPORTS","S47G01","수원 KT",1,"20251214",0,75,374,"서울 SK","수원 KT 소닉붐",68,"1630","158","sk","일","kt","55",1,NA,104,"06","T36","1828",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N104","수원 KT 소닉붐 아레나","서울 SK 나이츠",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N104"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251215",0,76,375,"울산 현대모비스","대구 한국가스공사 페가수스",73,"1900","203","hd","월","pega","10",1,NA,105,"64","T36","2103",47,"Daegue Gymnasium","정규시즌","S47G01N105","대구","울산 현대모비스 피버스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N105"
"tvN SPORTS","S47G01","고양 소노",1,"20251216",0,86,376,"수원 KT","고양 소노 스카이거너스",85,"1900","209","kt","화","sono","06",1,10048146,106,"66","T36","2109",47,"GOYANG SONO ARENA","정규시즌","S47G01N106","고양소노아레나","수원 KT 소닉붐",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N106"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251217",0,66,377,"안양 정관장","울산 현대모비스 피버스",63,"1900","208","kgc","수","hd","70",1,10048183,107,"10","T36","2108",47,"Dongcheon Gymnasium","정규시즌","S47G01N107","울산동천","안양 정관장 레드부스터스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N107"
"tvN SPORTS","S47G01","부산 KCC",1,"20251218",0,84,378,"대구 한국가스공사","부산 KCC 이지스",88,"1900","211","pega","목","kcc","64",1,10048199,108,"60","T36","2111",47,"Busan Sajik Gymnasium","정규시즌","S47G01N108","부산사직","대구 한국가스공사 페가수스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N108"
"tvN SPORTS","S47G01","수원 KT",1,"20251219",0,83,379,"원주 DB","수원 KT 소닉붐",81,"1900","208","db","금","kt","16",1,10048215,109,"06","T36","2108",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N109","수원 KT 소닉붐 아레나","원주 DB 프로미",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N109"
"tvN SPORTS","S47G01","서울 SK",1,"20251220",0,73,380,"서울 삼성","서울 SK 나이츠",74,"1400","151","ss","토","sk","35",1,10048225,110,"55","T36","1551",47,"Jamsil Student Gymnasium","정규시즌","S47G01N110","잠실학생","서울 삼성 썬더스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N110"
"IB SPORTS","S47G01","대구 한국가스공사",1,"20251220",0,71,381,"안양 정관장","대구 한국가스공사 페가수스",66,"1400","214","kgc","토","pega","70",1,10048226,111,"64","T21","1614",47,"Daegue Gymnasium","정규시즌","S47G01N111","대구","안양 정관장 레드부스터스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N111"
"tvN SPORTS","S47G01","부산 KCC",1,"20251220",0,81,382,"고양 소노","부산 KCC 이지스",108,"1630","156","sono","토","kcc","66",1,NA,112,"60","T36","1826",47,"Busan Sajik Gymnasium","정규시즌","S47G01N112","부산사직","고양 소노 스카이거너스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N112"
"tvN SPORTS","S47G01","창원 LG",1,"20251221",0,69,383,"원주 DB","창원 LG 세이커스",74,"1400","205","db","일","lg","16",1,10048260,113,"50","T36","1605",47,"Changwon Gymnasium","정규시즌","S47G01N113","창원체육관","원주 DB 프로미",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N113"
"IB SPORTS","S47G01","서울 SK",1,"20251221",0,87,384,"울산 현대모비스","서울 SK 나이츠",74,"1400","152","hd","일","sk","10",1,10048261,114,"55","T21","1552",47,"Jamsil Student Gymnasium","정규시즌","S47G01N114","잠실학생","울산 현대모비스 피버스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N114"
"tvN SPORTS","S47G01","부산 KCC",1,"20251221",0,87,385,"수원 KT","부산 KCC 이지스",94,"1630","157","kt","일","kcc","06",1,NA,115,"60","T36","1827",47,"Busan Sajik Gymnasium","정규시즌","S47G01N115","부산사직","수원 KT 소닉붐",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N115"
"tvN SPORTS","S47G01","안양 정관장",1,"20251222",0,82,386,"서울 삼성","안양 정관장 레드부스터스",90,"1900","226","ss","월","kgc","35",1,10048304,116,"70","T36","2126",47,"Anyang Gymnasium","정규시즌","S47G01N116","안양 정관장 아레나","서울 삼성 썬더스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N116"
"tvN SPORTS","S47G01","창원 LG",1,"20251223",0,71,387,"대구 한국가스공사","창원 LG 세이커스",74,"1900","204","pega","화","lg","64",1,10048327,117,"50","T36","2104",47,"Changwon Gymnasium","정규시즌","S47G01N117","창원체육관","대구 한국가스공사 페가수스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N117"
"tvN SPORTS","S47G01","부산 KCC",1,"20251224",0,91,388,"서울 삼성","부산 KCC 이지스",98,"1900","204","ss","수","kcc","35",1,NA,118,"60","T36","2104",47,"Busan Sajik Gymnasium","정규시즌","S47G01N118","부산사직","서울 삼성 썬더스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N118"
"IB SPORTS","S47G01","울산 현대모비스",1,"20251225",0,74,389,"고양 소노","울산 현대모비스 피버스",64,"1400","205","sono","목","hd","66",1,10048360,119,"10","T21","1605",47,"Dongcheon Gymnasium","정규시즌","S47G01N119","울산동천","고양 소노 스카이거너스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N119"
"tvN SPORTS","S47G01","대구 한국가스공사",1,"20251225",0,75,390,"수원 KT","대구 한국가스공사 페가수스",83,"1400","153","kt","목","pega","06",1,10048361,120,"64","T36","1553",47,"Daegue Gymnasium","정규시즌","S47G01N120","대구","수원 KT 소닉붐",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N120"
"tvN SPORTS","S47G01","안양 정관장",1,"20251225",0,69,391,"원주 DB","안양 정관장 레드부스터스",63,"1630","154","db","목","kgc","16",1,NA,121,"70","T36","1824",47,"Anyang Gymnasium","정규시즌","S47G01N121","안양 정관장 아레나","원주 DB 프로미",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N121"
"tvN SPORTS","S47G01","부산 KCC",1,"20251226",0,109,392,"창원 LG","부산 KCC 이지스",101,"1900","236","lg","금","kcc","50",1,10048413,122,"60","T36","2136",47,"Busan Sajik Gymnasium","정규시즌","S47G01N122","부산사직","창원 LG 세이커스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N122"
"IB SPORTS","S47G01","대구 한국가스공사",1,"20251227",0,67,393,"서울 SK","대구 한국가스공사 페가수스",66,"1400","152","sk","토","pega","55",1,10048428,123,"64","T21","1552",47,"Daegue Gymnasium","정규시즌","S47G01N123","대구","서울 SK 나이츠",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N123"
"tvN SPORTS","S47G01","고양 소노",1,"20251227",0,98,394,"원주 DB","고양 소노 스카이거너스",92,"1400","207","db","토","sono","16",1,10048429,124,"66","T36","1607",47,"GOYANG SONO ARENA","정규시즌","S47G01N124","고양소노아레나","원주 DB 프로미",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N124"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251227",0,78,395,"수원 KT","울산 현대모비스 피버스",75,"1630","215","kt","토","hd","06",1,NA,125,"10","T36","1845",47,"Dongcheon Gymnasium","정규시즌","S47G01N125","울산동천","수원 KT 소닉붐",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N125"
"tvN SPORTS","S47G01","창원 LG",1,"20251228",0,72,396,"안양 정관장","창원 LG 세이커스",56,"1400","205","kgc","일","lg","70",1,NA,126,"50","T36","1605",47,"Changwon Gymnasium","정규시즌","S47G01N126","창원체육관","안양 정관장 레드부스터스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N126"
"IB SPORTS","S47G01","원주 DB",1,"20251228",0,67,397,"서울 삼성","원주 DB 프로미",81,"1400","151","ss","일","db","35",1,NA,127,"16","T21","1551",47,"Wonju Gymnasium","정규시즌","S47G01N127","원주DB프로미아레나","서울 삼성 썬더스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N127"
"tvN SPORTS","S47G01","부산 KCC",1,"20251228",0,84,398,"울산 현대모비스","부산 KCC 이지스",78,"1630","201","hd","일","kcc","10",1,NA,128,"60","T36","1831",47,"Busan Sajik Gymnasium","정규시즌","S47G01N128","부산사직","울산 현대모비스 피버스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N128"
"tvN SPORTS","S47G01","고양 소노",1,"20251229",0,77,399,"서울 SK","고양 소노 스카이거너스",70,"1900","157","sk","월","sono","55",1,NA,129,"66","T36","2057",47,"GOYANG SONO ARENA","정규시즌","S47G01N129","고양소노아레나","서울 SK 나이츠",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N129"
"tvN SPORTS","S47G01","수원 KT",1,"20251230",0,86,400,"서울 삼성","수원 KT 소닉붐",111,"1900","146","ss","화","kt","35",1,NA,130,"06","T36","2046",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N130","수원 KT 소닉붐 아레나","서울 삼성 썬더스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N130"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20251231",0,71,401,"창원 LG","울산 현대모비스 피버스",68,"1900","201","lg","수","hd","50",1,NA,131,"10","T36","2101",47,"Dongcheon Gymnasium","정규시즌","S47G01N131","울산동천","창원 LG 세이커스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N131"
"tvN SPORTS","S47G01","부산 KCC",1,"20251231",0,99,402,"원주 DB","부산 KCC 이지스",82,"2130","153","db","수","kcc","16",1,NA,132,"60","T36","2323",47,"Busan Sajik Gymnasium","정규시즌","S47G01N132","부산사직","원주 DB 프로미",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N132"
"IB SPORTS","S47G01","고양 소노",1,"20260101",0,69,403,"대구 한국가스공사","고양 소노 스카이거너스",70,"1400","210","pega","목","sono","64",1,10048523,133,"66","T21","1610",47,"GOYANG SONO ARENA","정규시즌","S47G01N133","고양소노아레나","대구 한국가스공사 페가수스",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N133"
"tvN SPORTS","S47G01","서울 SK",1,"20260101",0,71,404,"안양 정관장","서울 SK 나이츠",65,"1630","159","kgc","목","sk","70",1,NA,134,"55","T36","1829",47,"Jamsil Student Gymnasium","정규시즌","S47G01N134","잠실학생","안양 정관장 레드부스터스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N134"
"tvN SPORTS","S47G01","서울 삼성",1,"20260102",0,80,405,"창원 LG","서울 삼성 썬더스",62,"1900","203","lg","금","ss","50",1,10048573,135,"35","T36","2103",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N135","잠실실내","창원 LG 세이커스",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N135"
"IB SPORTS","S47G01","울산 현대모비스",1,"20260103",0,79,406,"대구 한국가스공사","울산 현대모비스 피버스",77,"1400","206","pega","토","hd","64",1,10048583,136,"10","T21","1606",47,"Dongcheon Gymnasium","정규시즌","S47G01N136","울산동천","대구 한국가스공사 페가수스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N136"
"tvN SPORTS","S47G01","고양 소노",1,"20260103",0,76,407,"수원 KT","고양 소노 스카이거너스",64,"1400","151","kt","토","sono","06",1,10048584,137,"66","T36","1551",47,"GOYANG SONO ARENA","정규시즌","S47G01N137","고양소노아레나","수원 KT 소닉붐",1,NA,"2025-2026","고양소노아레나","01","R","X","S47G01N137"
"tvN SPORTS","S47G01","서울 SK",1,"20260103",0,74,408,"안양 정관장","서울 SK 나이츠",78,"1630","211","kgc","토","sk","70",1,NA,138,"55","T36","1841",47,"Jamsil Student Gymnasium","정규시즌","S47G01N138","잠실학생","안양 정관장 레드부스터스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N138"
"tvN SPORTS","S47G01","수원 KT",1,"20260104",0,75,409,"창원 LG","수원 KT 소닉붐",76,"1400","202","lg","일","kt","50",1,10048631,139,"06","T36","1602",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N139","수원 KT 소닉붐 아레나","창원 LG 세이커스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N139"
"IB SPORTS","S47G01","서울 삼성",1,"20260104",0,83,410,"원주 DB","서울 삼성 썬더스",76,"1400","155","db","일","ss","16",1,10048632,140,"35","T21","1555",47,"Seoul Jamsil Gymnasium","정규시즌","S47G01N140","잠실실내","원주 DB 프로미",1,NA,"2025-2026","잠실실내체육관","01","R","X","S47G01N140"
"tvN SPORTS","S47G01","안양 정관장",1,"20260104",0,68,411,"부산 KCC","안양 정관장 레드부스터스",76,"1630","207","kcc","일","kgc","60",1,NA,141,"70","T36","1837",47,"Anyang Gymnasium","정규시즌","S47G01N141","안양 정관장 아레나","부산 KCC 이지스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N141"
"IB SPORTS","S47G01","대구 한국가스공사",1,"20260105",0,77,412,"고양 소노","대구 한국가스공사 페가수스",67,"1900","155","sono","월","pega","66",1,NA,142,"64","T21","2055",47,"Daegue Gymnasium","정규시즌","S47G01N142","대구","고양 소노 스카이거너스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N142"
"tvN SPORTS","S47G01","울산 현대모비스",1,"20260106",0,66,413,"부산 KCC","울산 현대모비스 피버스",81,"1900","153","kcc","화","hd","60",1,NA,143,"10","T36","2053",47,"Dongcheon Gymnasium","정규시즌","S47G01N143","울산동천","부산 KCC 이지스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N143"
"tvN SPORTS","S47G01","창원 LG",1,"20260107",0,70,414,"서울 삼성","창원 LG 세이커스",83,"1900","202","ss","수","lg","35",1,10048710,144,"50","T36","2102",47,"Changwon Gymnasium","정규시즌","S47G01N144","창원체육관","서울 삼성 썬더스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N144"
"tvN SPORTS","S47G01","원주 DB",1,"20260108",0,80,415,"수원 KT","원주 DB 프로미",82,"1900","203","kt","목","db","06",1,NA,145,"16","T36","2103",47,"Wonju Gymnasium","정규시즌","S47G01N145","원주DB프로미아레나","수원 KT 소닉붐",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N145"
"IB SPORTS","S47G01","안양 정관장",1,"20260109",0,76,416,"울산 현대모비스","안양 정관장 레드부스터스",78,"1900","204","hd","금","kgc","10",1,NA,146,"70","T21","2104",47,"Anyang Gymnasium","정규시즌","S47G01N146","안양 정관장 아레나","울산 현대모비스 피버스",1,NA,"2025-2026","안양 정관장 아레나","01","R","X","S47G01N146"
"IB SPORTS","S47G01","서울 SK",1,"20260110",0,84,417,"수원 KT","서울 SK 나이츠",94,"1400","159","kt","토","sk","06",1,NA,147,"55","T21","1559",47,"Jamsil Student Gymnasium","정규시즌","S47G01N147","잠실학생","수원 KT 소닉붐",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N147"
"tvN SPORTS","S47G01","부산 KCC",1,"20260110",0,89,418,"대구 한국가스공사","부산 KCC 이지스",75,"1400","159","pega","토","kcc","64",1,NA,148,"60","T36","1559",47,"Busan Sajik Gymnasium","정규시즌","S47G01N148","부산사직","대구 한국가스공사 페가수스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N148"
"tvN SPORTS","S47G01","창원 LG",1,"20260110",0,74,419,"고양 소노","창원 LG 세이커스",87,"1630","202","sono","토","lg","66",1,NA,149,"50","T36","1832",47,"Changwon Gymnasium","정규시즌","S47G01N149","창원체육관","고양 소노 스카이거너스",1,NA,"2025-2026","창원체육관","01","R","X","S47G01N149"
"IB SPORTS","S47G01","수원 KT",1,"20260111",0,58,420,"울산 현대모비스","수원 KT 소닉붐",74,"1400","151","hd","일","kt","10",1,10048790,150,"06","T21","1551",47,"Suwon KT Sonicboom Arena","정규시즌","S47G01N150","수원 KT 소닉붐 아레나","울산 현대모비스 피버스",1,NA,"2025-2026","수원 KT 소닉붐 아레나","01","R","X","S47G01N150"
"tvN SPORTS","S47G01","원주 DB",1,"20260111",0,65,421,"안양 정관장","원주 DB 프로미",73,"1400","203","kgc","일","db","70",1,10048791,151,"16","T36","1603",47,"Wonju Gymnasium","정규시즌","S47G01N151","원주DB프로미아레나","안양 정관장 레드부스터스",1,NA,"2025-2026","원주DB프로미아레나","01","R","X","S47G01N151"
"tvN SPORTS","S47G01","서울 SK",1,"20260111",0,92,422,"서울 삼성","서울 SK 나이츠",89,"1630","157","ss","일","sk","35",1,NA,152,"55","T36","1827",47,"Jamsil Student Gymnasium","정규시즌","S47G01N152","잠실학생","서울 삼성 썬더스",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N152"
"IB SPORTS","S47G01","대구 한국가스공사",1,"20260112",0,72,423,"창원 LG","대구 한국가스공사 페가수스",80,"1900","211","lg","월","pega","50",1,10048836,153,"64","T21","2111",47,"Daegue Gymnasium","정규시즌","S47G01N153","대구","창원 LG 세이커스",1,NA,"2025-2026","대구체육관","01","R","X","S47G01N153"
"tvN SPORTS","S47G01","부산 KCC",1,"20260112",0,90,424,"고양 소노","부산 KCC 이지스",96,"1900","214","sono","월","kcc","66",1,10048837,154,"60","T36","2114",47,"Busan Sajik Gymnasium","정규시즌","S47G01N154","부산사직","고양 소노 스카이거너스",1,NA,"2025-2026","부산사직체육관","01","R","X","S47G01N154"
"tvN SPORTS","S47G01","서울 SK",1,"20260113",0,65,425,"원주 DB","서울 SK 나이츠",93,"1900","154","db","화","sk","16",1,10048849,155,"55","T36","2054",47,"Jamsil Student Gymnasium","정규시즌","S47G01N155","잠실학생","원주 DB 프로미",1,NA,"2025-2026","잠실학생체육관","01","R","X","S47G01N155"
"IB SPORTS","S47G01","울산 현대모비스",1,"20260113",0,74,426,"서울 삼성","울산 현대모비스 피버스",75,"1900","158","ss","화","hd","35",1,10048850,156,"10","T21","2058",47,"Dongcheon Gymnasium","정규시즌","S47G01N156","울산동천","서울 삼성 썬더스",1,NA,"2025-2026","울산동천체육관","01","R","X","S47G01N156"
