"tv","glkey","tnameH","seasonGrade","gameDate","bookmarkFlag","scoreA","challengeSq","tnameA","tnameFH","scoreH","gameStart","gameTime","logoA","weekDay","logoH","tcodeA","isEnded","artcSq","gameNo","tcodeH","tvCode","gameEnd","seasonCode","stadiumnameEn","seasonCategoryName","gmkey","stadiumname","tnameFA","isStarted","replayUrl","seasonName1","stadiumnameF","gameCode","seasonCategory","playingQuarter","game_id"
"tvN SPORTS","S45G01","부산 KCC",1,"20241019",0,72,1,"수원 KT","부산 KCC 이지스",77,"1400","151","kt","토","kcc","06",1,10038655,1,"60","T36","1551",45,"Busan Sajik Gymnasium","정규시즌","S45G01N1","부산사직","수원 KT 소닉붐",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N1"
"IB SPORTS","S45G01","원주 DB",1,"20241019",0,83,2,"서울 삼성","원주 DB 프로미",88,"1400","206","ss","토","db","35",1,10038656,2,"16","T21","1606",45,"Wonju Gymnasium","정규시즌","S45G01N2","원주종합","서울 삼성 썬더스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N2"
"tvN SPORTS","S45G01","창원 LG",1,"20241019",0,67,3,"대구 한국가스공사","창원 LG 세이커스",70,"1600","218","pega","토","lg","64",1,10038660,3,"50","T36","1818",45,"Changwon Gymnasium","정규시즌","S45G01N3","창원체육관","대구 한국가스공사 페가수스",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N3"
"tvN SPORTS","S45G01","수원 KT",1,"20241020",0,63,4,"서울 삼성","수원 KT 소닉붐",72,"1400","156","ss","일","kt","35",1,10038763,4,"06","T36","1556",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N4","수원 KT 아레나","서울 삼성 썬더스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N4"
"IB SPORTS","S45G01","서울 SK",1,"20241020",0,71,5,"안양 정관장","서울 SK 나이츠",95,"1400","147","kgc","일","sk","70",1,10038764,5,"55","T21","1547",45,"Jamsil Student Gymnasium","정규시즌","S45G01N5","잠실학생","안양 정관장 레드부스터스",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N5"
"tvN SPORTS","S45G01","울산 현대모비스",1,"20241020",0,100,6,"고양 소노","울산 현대모비스 피버스",82,"1600","156","sono","일","hd","66",1,10038772,6,"10","T36","1756",45,"Dongcheon Gymnasium","정규시즌","S45G01N6","울산동천","고양 소노 스카이거너스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N6"
"tvN SPORTS","S45G01","창원 LG",1,"20241021",0,84,7,"부산 KCC","창원 LG 세이커스",89,"1900","149","kcc","월","lg","60",1,10038881,7,"50","T36","2049",45,"Changwon Gymnasium","정규시즌","S45G01N7","창원체육관","부산 KCC 이지스",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N7"
"tvN SPORTS","S45G01","서울 SK",1,"20241022",0,72,8,"원주 DB","서울 SK 나이츠",77,"1900","200","db","화","sk","16",1,10038921,8,"55","T36","2100",45,"Jamsil Student Gymnasium","정규시즌","S45G01N8","잠실학생","원주 DB 프로미",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N8"
"tvN SPORTS","S45G01","부산 KCC",1,"20241023",0,79,9,"고양 소노","부산 KCC 이지스",69,"1900","147","sono","수","kcc","66",1,10038998,9,"60","T36","2047",45,"Busan Sajik Gymnasium","정규시즌","S45G01N9","부산사직","고양 소노 스카이거너스",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N9"
"tvN SPORTS","S45G01","원주 DB",1,"20241024",0,92,10,"대구 한국가스공사","원주 DB 프로미",62,"1900","156","pega","목","db","64",1,10039021,10,"16","T36","2056",45,"Wonju Gymnasium","정규시즌","S45G01N10","원주종합","대구 한국가스공사 페가수스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N10"
"IB SPORTS","S45G01","창원 LG",1,"20241024",0,75,11,"안양 정관장","창원 LG 세이커스",82,"1900","208","kgc","목","lg","70",1,10039022,11,"50","T21","2108",45,"Changwon Gymnasium","정규시즌","S45G01N11","창원체육관","안양 정관장 레드부스터스",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N11"
"tvN SPORTS","S45G01","부산 KCC",1,"20241025",0,96,12,"울산 현대모비스","부산 KCC 이지스",76,"1900","143","hd","금","kcc","10",1,10039123,12,"60","T36","2043",45,"Busan Sajik Gymnasium","정규시즌","S45G01N12","부산사직","울산 현대모비스 피버스",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N12"
"IB SPORTS","S45G01","수원 KT",1,"20241025",0,75,13,"서울 SK","수원 KT 소닉붐",77,"1900","159","sk","금","kt","55",1,10039124,13,"06","T21","2059",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N13","수원 KT 아레나","서울 SK 나이츠",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N13"
"IB SPORTS","S45G01","대구 한국가스공사",1,"20241026",0,70,14,"서울 삼성","대구 한국가스공사 페가수스",76,"1400","150","ss","토","pega","35",1,10039164,14,"64","T21","1550",45,"Daegue Gymnasium","정규시즌","S45G01N14","대구","서울 삼성 썬더스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N14"
"tvN SPORTS","S45G01","고양 소노",1,"20241026",0,77,15,"창원 LG","고양 소노 스카이거너스",82,"1400","155","lg","토","sono","50",1,10039165,15,"66","T36","1555",45,"GOYANG SONO ARENA","정규시즌","S45G01N15","고양 소노 아레나","창원 LG 세이커스",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N15"
"tvN SPORTS","S45G01","안양 정관장",1,"20241026",0,60,16,"원주 DB","안양 정관장 레드부스터스",68,"1600","158","db","토","kgc","16",1,10039168,16,"70","T36","1758",45,"Anyang Gymnasium","정규시즌","S45G01N16","안양 정관장 아레나","원주 DB 프로미",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N16"
"IB SPORTS","S45G01","서울 삼성",1,"20241027",0,76,17,"서울 SK","서울 삼성 썬더스",73,"1400","159","sk","일","ss","55",1,10039245,17,"35","T21","1559",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N17","잠실실내","서울 SK 나이츠",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N17"
"tvN SPORTS","S45G01","수원 KT",1,"20241027",0,91,18,"울산 현대모비스","수원 KT 소닉붐",89,"1400","212","hd","일","kt","10",1,10039246,18,"06","T36","1612",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N18","수원 KT 아레나","울산 현대모비스 피버스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N18"
"tvN SPORTS","S45G01","원주 DB",1,"20241027",0,77,19,"부산 KCC","원주 DB 프로미",70,"1600","147","kcc","일","db","60",1,10039253,19,"16","T36","1747",45,"Wonju Gymnasium","정규시즌","S45G01N19","원주종합","부산 KCC 이지스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N19"
"tvN SPORTS","S45G01","고양 소노",1,"20241028",0,70,20,"안양 정관장","고양 소노 스카이거너스",83,"1900","148","kgc","월","sono","70",1,10039313,20,"66","T36","2048",45,"GOYANG SONO ARENA","정규시즌","S45G01N20","고양 소노 아레나","안양 정관장 레드부스터스",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N20"
NA,"S45G01","서울 삼성",1,"20241029",0,77,21,"부산 KCC","서울 삼성 썬더스",73,"1900","152","kcc","화","ss","60",1,NA,21,"35",NA,"2052",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N21","잠실실내","부산 KCC 이지스",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N21"
"tvN SPORTS","S45G01","안양 정관장",1,"20241030",0,97,22,"대구 한국가스공사","안양 정관장 레드부스터스",64,"1900","152","pega","수","kgc","64",1,10039388,22,"70","T36","2052",45,"Anyang Gymnasium","정규시즌","S45G01N22","안양 정관장 아레나","대구 한국가스공사 페가수스",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N22"
"tvN SPORTS","S45G01","고양 소노",1,"20241031",0,69,23,"수원 KT","고양 소노 스카이거너스",61,"1900","202","kt","목","sono","06",1,10039425,23,"66","T36","2102",45,"GOYANG SONO ARENA","정규시즌","S45G01N23","고양 소노 아레나","수원 KT 소닉붐",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N23"
"IB SPORTS","S45G01","서울 삼성",1,"20241031",0,83,24,"울산 현대모비스","서울 삼성 썬더스",80,"1900","219","hd","목","ss","10",1,10039426,24,"35","T21","2119",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N24","잠실실내","울산 현대모비스 피버스",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N24"
NA,"S45G01","부산 KCC",1,"20241101",0,80,25,"대구 한국가스공사","부산 KCC 이지스",58,"1900","152","pega","금","kcc","64",1,10039471,25,"60",NA,"2052",45,"Busan Sajik Gymnasium","정규시즌","S45G01N25","부산사직","대구 한국가스공사 페가수스",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N25"
"IB SPORTS","S45G01","창원 LG",1,"20241101",0,72,26,"서울 SK","창원 LG 세이커스",66,"1900","157","sk","금","lg","55",1,10039472,26,"50","T21","2057",45,"Changwon Gymnasium","정규시즌","S45G01N26","창원체육관","서울 SK 나이츠",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N26"
"tvN SPORTS","S45G01","수원 KT",1,"20241102",0,78,27,"원주 DB","수원 KT 소닉붐",80,"1400","204","db","토","kt","16",1,10039504,27,"06","T36","1604",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N27","수원 KT 아레나","원주 DB 프로미",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N27"
"IB SPORTS","S45G01","울산 현대모비스",1,"20241102",0,72,28,"안양 정관장","울산 현대모비스 피버스",71,"1400","159","kgc","토","hd","70",1,10039505,28,"10","T21","1559",45,"Dongcheon Gymnasium","정규시즌","S45G01N28","울산동천","안양 정관장 레드부스터스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N28"
"tvN SPORTS","S45G01","서울 삼성",1,"20241102",0,76,29,"고양 소노","서울 삼성 썬더스",78,"1600","149","sono","토","ss","66",1,10039512,29,"35","T36","1749",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N29","잠실실내","고양 소노 스카이거너스",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N29"
"tvN SPORTS","S45G01","창원 LG",1,"20241103",0,78,30,"울산 현대모비스","창원 LG 세이커스",73,"1400","157","hd","일","lg","10",1,10039577,30,"50","T36","1557",45,"Changwon Gymnasium","정규시즌","S45G01N30","창원체육관","울산 현대모비스 피버스",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N30"
"IB SPORTS","S45G01","대구 한국가스공사",1,"20241103",0,76,31,"서울 SK","대구 한국가스공사 페가수스",91,"1400","153","sk","일","pega","55",1,10039578,31,"64","T21","1553",45,"Daegue Gymnasium","정규시즌","S45G01N31","대구","서울 SK 나이츠",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N31"
"tvN SPORTS","S45G01","부산 KCC",1,"20241103",0,71,32,"안양 정관장","부산 KCC 이지스",102,"1600","141","kgc","일","kcc","70",1,10039582,32,"60","T36","1741",45,"Busan Sajik Gymnasium","정규시즌","S45G01N32","부산사직","안양 정관장 레드부스터스",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N32"
"tvN SPORTS","S45G01","원주 DB",1,"20241104",0,79,33,"고양 소노","원주 DB 프로미",64,"1900","158","sono","월","db","66",1,10039650,33,"16","T36","2058",45,"Wonju Gymnasium","정규시즌","S45G01N33","원주종합","고양 소노 스카이거너스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N33"
"tvN SPORTS","S45G01","대구 한국가스공사",1,"20241105",0,74,34,"수원 KT","대구 한국가스공사 페가수스",82,"1900","156","kt","화","pega","06",1,10039675,34,"64","T36","2056",45,"Daegue Gymnasium","정규시즌","S45G01N34","대구","수원 KT 소닉붐",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N34"
"IB SPORTS","S45G01","울산 현대모비스",1,"20241106",0,95,35,"서울 SK","울산 현대모비스 피버스",76,"1900","144","sk","수","hd","55",1,10039696,35,"10","T21","2044",45,"Dongcheon Gymnasium","정규시즌","S45G01N35","울산동천","서울 SK 나이츠",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N35"
"IB SPORTS","S45G01","서울 삼성",1,"20241107",0,79,36,"창원 LG","서울 삼성 썬더스",80,"1900","206","lg","목","ss","50",1,10039723,36,"35","T21","2106",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N36","잠실실내","창원 LG 세이커스",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N36"
"tvN SPORTS","S45G01","안양 정관장",1,"20241107",0,73,37,"수원 KT","안양 정관장 레드부스터스",74,"1900","147","kt","목","kgc","06",1,10039724,37,"70","T36","2047",45,"Anyang Gymnasium","정규시즌","S45G01N37","안양 정관장 아레나","수원 KT 소닉붐",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N37"
"tvN SPORTS","S45G01","울산 현대모비스",1,"20241108",0,70,38,"원주 DB","울산 현대모비스 피버스",79,"1900","151","db","금","hd","16",1,10039770,38,"10","T36","2051",45,"Dongcheon Gymnasium","정규시즌","S45G01N38","울산동천","원주 DB 프로미",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N38"
"IB SPORTS","S45G01","대구 한국가스공사",1,"20241108",0,65,39,"고양 소노","대구 한국가스공사 페가수스",99,"1900","150","sono","금","pega","66",1,10039771,39,"64","T21","2050",45,"Daegue Gymnasium","정규시즌","S45G01N39","대구","고양 소노 스카이거너스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N39"
"IB SPORTS","S45G01","수원 KT",1,"20241109",0,59,40,"창원 LG","수원 KT 소닉붐",65,"1400","157","lg","토","kt","50",1,10039814,40,"06","T21","1557",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N40","수원 KT 아레나","창원 LG 세이커스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N40"
"tvN SPORTS","S45G01","서울 SK",1,"20241109",0,57,41,"부산 KCC","서울 SK 나이츠",93,"1400","134","kcc","토","sk","60",1,10039815,41,"55","T36","1534",45,"Jamsil Student Gymnasium","정규시즌","S45G01N41","잠실학생","부산 KCC 이지스",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N41"
"tvN SPORTS","S45G01","안양 정관장",1,"20241109",0,59,42,"서울 삼성","안양 정관장 레드부스터스",102,"1600","139","ss","토","kgc","35",1,10039816,42,"70","T36","1739",45,"Anyang Gymnasium","정규시즌","S45G01N42","안양 정관장 아레나","서울 삼성 썬더스",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N42"
"tvN SPORTS","S45G01","원주 DB",1,"20241110",0,51,43,"창원 LG","원주 DB 프로미",73,"1400","200","lg","일","db","50",1,10039892,43,"16","T36","1600",45,"Wonju Gymnasium","정규시즌","S45G01N43","원주종합","창원 LG 세이커스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N43"
"IB SPORTS","S45G01","대구 한국가스공사",1,"20241110",0,67,44,"울산 현대모비스","대구 한국가스공사 페가수스",64,"1400","205","hd","일","pega","10",1,10039893,44,"64","T21","1605",45,"Daegue Gymnasium","정규시즌","S45G01N44","대구","울산 현대모비스 피버스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N44"
"tvN SPORTS","S45G01","서울 SK",1,"20241110",0,71,45,"고양 소노","서울 SK 나이츠",91,"1600","142","sono","일","sk","66",1,10039894,45,"55","T36","1742",45,"Jamsil Student Gymnasium","정규시즌","S45G01N45","잠실학생","고양 소노 스카이거너스",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N45"
"tvN SPORTS","S45G01","수원 KT",1,"20241111",0,58,46,"안양 정관장","수원 KT 소닉붐",69,"1900","149","kgc","월","kt","70",1,10039975,46,"06","T36","2049",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N46","수원 KT 아레나","안양 정관장 레드부스터스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N46"
"tvN SPORTS","S45G01","원주 DB",1,"20241112",0,88,47,"서울 SK","원주 DB 프로미",80,"1900","158","sk","화","db","55",1,10039998,47,"16","T36","2058",45,"Wonju Gymnasium","정규시즌","S45G01N47","원주종합","서울 SK 나이츠",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N47"
"tvN SPORTS","S45G01","고양 소노",1,"20241113",0,80,48,"울산 현대모비스","고양 소노 스카이거너스",78,"1900","213","hd","수","sono","10",1,10040026,48,"66","T36","2113",45,"GOYANG SONO ARENA","정규시즌","S45G01N48","고양 소노 아레나","울산 현대모비스 피버스",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N48"
"tvN SPORTS","S45G01","대구 한국가스공사",1,"20241114",0,69,49,"원주 DB","대구 한국가스공사 페가수스",64,"1900","158","db","목","pega","16",1,10040051,49,"64","T36","2058",45,"Daegue Gymnasium","정규시즌","S45G01N49","대구","원주 DB 프로미",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N49"
"IB SPORTS","S45G01","창원 LG",1,"20241114",0,78,50,"수원 KT","창원 LG 세이커스",76,"1900","152","kt","목","lg","06",1,10040052,50,"50","T21","2052",45,"Changwon Gymnasium","정규시즌","S45G01N50","창원체육관","수원 KT 소닉붐",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N50"
"tvN SPORTS","S45G01","부산 KCC",1,"20241127",0,81,51,"울산 현대모비스","부산 KCC 이지스",84,"1900","147","hd","수","kcc","10",1,10040182,51,"60","T36","2047",45,"Busan Sajik Gymnasium","정규시즌","S45G01N51","부산사직","울산 현대모비스 피버스",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N51"
"IB SPORTS","S45G01","창원 LG",1,"20241127",0,78,52,"서울 SK","창원 LG 세이커스",73,"1900","148","sk","수","lg","55",1,10040183,52,"50","T21","2048",45,"Changwon Gymnasium","정규시즌","S45G01N52","창원체육관","서울 SK 나이츠",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N52"
"IB SPORTS","S45G01","서울 삼성",1,"20241128",0,83,53,"수원 KT","서울 삼성 썬더스",71,"1900","156","kt","목","ss","06",1,10040232,53,"35","T21","2056",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N53","잠실실내","수원 KT 소닉붐",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N53"
"tvN SPORTS","S45G01","원주 DB",1,"20241128",0,78,54,"고양 소노","원주 DB 프로미",88,"1900","151","sono","목","db","66",1,10040233,54,"16","T36","2051",45,"Wonju Gymnasium","정규시즌","S45G01N54","원주종합","고양 소노 스카이거너스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N54"
"IB SPORTS","S45G01","서울 SK",1,"20241129",0,67,55,"대구 한국가스공사","서울 SK 나이츠",69,"1900","213","pega","금","sk","64",1,10040286,55,"55","T21","2113",45,"Jamsil Student Gymnasium","정규시즌","S45G01N55","잠실학생","대구 한국가스공사 페가수스",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N55"
"tvN SPORTS","S45G01","안양 정관장",1,"20241129",0,79,56,"부산 KCC","안양 정관장 레드부스터스",85,"1900","220","kcc","금","kgc","60",1,10040287,56,"70","T36","2120",45,"Anyang Gymnasium","정규시즌","S45G01N56","안양 정관장 아레나","부산 KCC 이지스",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N56"
"tvN SPORTS","S45G01","수원 KT",1,"20241130",0,85,57,"울산 현대모비스","수원 KT 소닉붐",73,"1400","202","hd","토","kt","10",1,10040339,57,"06","T36","1602",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N57","수원 KT 아레나","울산 현대모비스 피버스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N57"
"IB SPORTS","S45G01","고양 소노",1,"20241130",0,86,58,"창원 LG","고양 소노 스카이거너스",78,"1400","206","lg","토","sono","50",1,10040340,58,"66","T21","1606",45,"GOYANG SONO ARENA","정규시즌","S45G01N58","고양 소노 아레나","창원 LG 세이커스",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N58"
"tvN SPORTS","S45G01","서울 삼성",1,"20241130",0,76,59,"원주 DB","서울 삼성 썬더스",66,"1600","201","db","토","ss","16",1,10040341,59,"35","T36","1801",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N59","잠실실내","원주 DB 프로미",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N59"
"IB SPORTS","S45G01","서울 SK",1,"20241201",0,62,60,"수원 KT","서울 SK 나이츠",100,"1400","146","kt","일","sk","06",1,10040404,60,"55","T21","1546",45,"Jamsil Student Gymnasium","정규시즌","S45G01N60","잠실학생","수원 KT 소닉붐",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N60"
"tvN SPORTS","S45G01","고양 소노",1,"20241201",0,74,61,"부산 KCC","고양 소노 스카이거너스",67,"1400","149","kcc","일","sono","60",1,10040405,61,"66","T36","1549",45,"GOYANG SONO ARENA","정규시즌","S45G01N61","고양 소노 아레나","부산 KCC 이지스",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N61"
"tvN SPORTS","S45G01","대구 한국가스공사",1,"20241201",0,80,62,"안양 정관장","대구 한국가스공사 페가수스",83,"1600","200","kgc","일","pega","70",1,10040408,62,"64","T36","1800",45,"Daegue Gymnasium","정규시즌","S45G01N62","대구","안양 정관장 레드부스터스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N62"
"tvN SPORTS","S45G01","서울 삼성",1,"20241202",0,87,63,"울산 현대모비스","서울 삼성 썬더스",71,"1900","153","hd","월","ss","10",1,10040483,63,"35","T36","2053",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N63","잠실실내","울산 현대모비스 피버스",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N63"
"IB SPORTS","S45G01","대구 한국가스공사",1,"20241203",0,63,64,"고양 소노","대구 한국가스공사 페가수스",85,"1900","203","sono","화","pega","66",1,10040493,64,"64","T21","2103",45,"Daegue Gymnasium","정규시즌","S45G01N64","대구","고양 소노 스카이거너스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N64"
"IB SPORTS","S45G01","원주 DB",1,"20241204",0,67,65,"안양 정관장","원주 DB 프로미",98,"1900","144","kgc","수","db","70",1,10040538,65,"16","T21","2044",45,"Wonju Gymnasium","정규시즌","S45G01N65","원주종합","안양 정관장 레드부스터스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N65"
"IB SPORTS","S45G01","울산 현대모비스",1,"20241205",0,75,66,"창원 LG","울산 현대모비스 피버스",83,"1900","155","lg","목","hd","50",1,10040561,66,"10","T21","2055",45,"Dongcheon Gymnasium","정규시즌","S45G01N66","울산동천","창원 LG 세이커스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N66"
"tvN SPORTS","S45G01","대구 한국가스공사",1,"20241205",0,74,67,"서울 삼성","대구 한국가스공사 페가수스",59,"1900","152","ss","목","pega","35",1,10040562,67,"64","T36","2052",45,"Daegue Gymnasium","정규시즌","S45G01N67","대구","서울 삼성 썬더스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N67"
"IB SPORTS","S45G01","안양 정관장",1,"20241206",0,73,68,"서울 SK","안양 정관장 레드부스터스",69,"1900","154","sk","금","kgc","55",1,10040609,68,"70","T21","2054",45,"Anyang Gymnasium","정규시즌","S45G01N68","안양 정관장 아레나","서울 SK 나이츠",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N68"
"tvN SPORTS","S45G01","고양 소노",1,"20241206",0,72,69,"수원 KT","고양 소노 스카이거너스",64,"1900","147","kt","금","sono","06",1,10040610,69,"66","T36","2047",45,"GOYANG SONO ARENA","정규시즌","S45G01N69","고양 소노 아레나","수원 KT 소닉붐",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N69"
"IB SPORTS","S45G01","울산 현대모비스",1,"20241207",0,85,70,"대구 한국가스공사","울산 현대모비스 피버스",89,"1400","150","pega","토","hd","64",1,10040659,70,"10","T21","1550",45,"Dongcheon Gymnasium","정규시즌","S45G01N70","울산동천","대구 한국가스공사 페가수스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N70"
"tvN SPORTS","S45G01","서울 삼성",1,"20241207",0,78,71,"부산 KCC","서울 삼성 썬더스",61,"1400","151","kcc","토","ss","60",1,10040660,71,"35","T36","1551",45,"Seoul Jamsil Gymnasium","정규시즌","S45G01N71","잠실실내","부산 KCC 이지스",1,NA,"2024-2025","잠실실내체육관","01","R","X","S45G01N71"
"tvN SPORTS","S45G01","창원 LG",1,"20241207",0,74,72,"원주 DB","창원 LG 세이커스",76,"1600","203","db","토","lg","16",1,10040661,72,"50","T36","1803",45,"Changwon Gymnasium","정규시즌","S45G01N72","창원체육관","원주 DB 프로미",1,NA,"2024-2025","창원체육관","01","R","X","S45G01N72"
"tvN SPORTS","S45G01","수원 KT",1,"20241208",0,58,73,"부산 KCC","수원 KT 소닉붐",60,"1400","146","kcc","일","kt","60",1,10040712,73,"06","T36","1546",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N73","수원 KT 아레나","부산 KCC 이지스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N73"
"IB SPORTS","S45G01","고양 소노",1,"20241208",0,92,74,"서울 SK","고양 소노 스카이거너스",81,"1400","148","sk","일","sono","55",1,10040713,74,"66","T21","1548",45,"GOYANG SONO ARENA","정규시즌","S45G01N74","고양 소노 아레나","서울 SK 나이츠",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N74"
"tvN SPORTS","S45G01","울산 현대모비스",1,"20241208",0,95,75,"안양 정관장","울산 현대모비스 피버스",71,"1600","143","kgc","일","hd","70",1,10040717,75,"10","T36","1743",45,"Dongcheon Gymnasium","정규시즌","S45G01N75","울산동천","안양 정관장 레드부스터스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N75"
"tvN SPORTS","S45G01","대구 한국가스공사",1,"20241209",0,78,76,"창원 LG","대구 한국가스공사 페가수스",85,"1900","223","lg","월","pega","50",1,10040798,76,"64","T36","2123",45,"Daegue Gymnasium","정규시즌","S45G01N76","대구","창원 LG 세이커스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N76"
"tvN SPORTS","S45G01","부산 KCC",1,"20241210",0,74,77,"서울 SK","부산 KCC 이지스",80,"1900","143","sk","화","kcc","55",1,10040822,77,"60","T36","2043",45,"Busan Sajik Gymnasium","정규시즌","S45G01N77","부산사직","서울 SK 나이츠",1,NA,"2024-2025","부산사직체육관","01","R","X","S45G01N77"
"tvN SPORTS","S45G01","안양 정관장",1,"20241211",0,80,78,"서울 삼성","안양 정관장 레드부스터스",73,"1900","154","ss","수","kgc","35",1,10040835,78,"70","T36","2054",45,"Anyang Gymnasium","정규시즌","S45G01N78","안양 정관장 아레나","서울 삼성 썬더스",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N78"
"IB SPORTS","S45G01","대구 한국가스공사",1,"20241212",0,100,79,"부산 KCC","대구 한국가스공사 페가수스",78,"1900","150","kcc","목","pega","60",1,10040861,79,"64","T21","2050",45,"Daegue Gymnasium","정규시즌","S45G01N79","대구","부산 KCC 이지스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N79"
"tvN SPORTS","S45G01","울산 현대모비스",1,"20241212",0,84,80,"원주 DB","울산 현대모비스 피버스",87,"1900","153","db","목","hd","16",1,10040862,80,"10","T36","2053",45,"Dongcheon Gymnasium","정규시즌","S45G01N80","울산동천","원주 DB 프로미",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N80"
