"tv","glkey","tnameH","seasonGrade","gameDate","bookmarkFlag","scoreA","challengeSq","tnameA","tnameFH","scoreH","gameStart","gameTime","logoA","weekDay","logoH","tcodeA","isEnded","artcSq","gameNo","tcodeH","tvCode","gameEnd","seasonCode","stadiumnameEn","seasonCategoryName","gmkey","stadiumname","tnameFA","isStarted","replayUrl","seasonName1","stadiumnameF","gameCode","seasonCategory","playingQuarter","game_id"
"tvN SPORTS","S45G01","울산 현대모비스",1,"20250405",0,83,260,"창원 LG","울산 현대모비스 피버스",76,"1400","203","lg","토","hd","50",1,10045019,260,"10","T36","1603",45,"Dongcheon Gymnasium","정규시즌","S45G01N260","울산동천","창원 LG 세이커스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N260"
"IB SPORTS","S45G01","안양 정관장",1,"20250405",0,76,261,"서울 SK","안양 정관장 레드부스터스",81,"1400","139","sk","토","kgc","55",1,10045020,261,"70","T21","1539",45,"Anyang Gymnasium","정규시즌","S45G01N261","안양 정관장 아레나","서울 SK 나이츠",1,NA,"2024-2025","안양 정관장 아레나","01","R","X","S45G01N261"
"tvN SPORTS","S45G01","대구 한국가스공사",1,"20250405",0,74,262,"수원 KT","대구 한국가스공사 페가수스",83,"1600","150","kt","토","pega","06",1,10045022,262,"64","T36","1750",45,"Daegue Gymnasium","정규시즌","S45G01N262","대구","수원 KT 소닉붐",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N262"
"tvN SPORTS","S45G01","서울 SK",1,"20250406",0,96,263,"고양 소노","서울 SK 나이츠",71,"1400","143","sono","일","sk","66",1,10045077,263,"55","T36","1543",45,"Jamsil Student Gymnasium","정규시즌","S45G01N263","잠실학생","고양 소노 스카이거너스",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N263"
"IB SPORTS","S45G01","울산 현대모비스",1,"20250406",0,78,264,"서울 삼성","울산 현대모비스 피버스",88,"1400","154","ss","일","hd","35",1,10045078,264,"10","T21","1554",45,"Dongcheon Gymnasium","정규시즌","S45G01N264","울산동천","서울 삼성 썬더스",1,NA,"2024-2025","울산동천체육관","01","R","X","S45G01N264"
"tvN SPORTS","S45G01","원주 DB",1,"20250406",0,76,265,"부산 KCC","원주 DB 프로미",84,"1600","149","kcc","일","db","60",1,10045079,265,"16","T36","1749",45,"Wonju Gymnasium","정규시즌","S45G01N265","원주종합","부산 KCC 이지스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N265"
NA,"S45G01","수원 KT",1,"20250408",0,64,266,"부산 KCC","수원 KT 소닉붐",68,"1900","147","kcc","화","kt","60",1,10045127,266,"06",NA,"2047",45,"Suwon KT Sonicboom Arena","정규시즌","S45G01N266","수원 KT 아레나","부산 KCC 이지스",1,NA,"2024-2025","수원 KT 아레나","01","R","X","S45G01N266"
"tvN SPORTS","S45G01","원주 DB",1,"20250408",0,78,267,"안양 정관장","원주 DB 프로미",67,"1900","156","kgc","화","db","70",1,10045128,267,"16","T36","2056",45,"Wonju Gymnasium","정규시즌","S45G01N267","원주종합","안양 정관장 레드부스터스",1,NA,"2024-2025","원주종합체육관","01","R","X","S45G01N267"
"IB SPORTS","S45G01","서울 SK",1,"20250408",0,76,268,"서울 삼성","서울 SK 나이츠",79,"1900","145","ss","화","sk","35",1,10045129,268,"55","T21","2045",45,"Jamsil Student Gymnasium","정규시즌","S45G01N268","잠실학생","서울 삼성 썬더스",1,NA,"2024-2025","잠실학생체육관","01","R","X","S45G01N268"
NA,"S45G01","대구 한국가스공사",1,"20250408",0,84,269,"울산 현대모비스","대구 한국가스공사 페가수스",80,"1900","144","hd","화","pega","10",1,10045130,269,"64",NA,"2044",45,"Daegue Gymnasium","정규시즌","S45G01N269","대구","울산 현대모비스 피버스",1,NA,"2024-2025","대구체육관","01","R","X","S45G01N269"
"GOLF&PBA","S45G01","고양 소노",1,"20250408",0,99,270,"창원 LG","고양 소노 스카이거너스",101,"1900","152","lg","화","sono","50",1,10045131,270,"66","T37","2052",45,"GOYANG SONO ARENA","정규시즌","S45G01N270","고양 소노 아레나","창원 LG 세이커스",1,NA,"2024-2025","고양 소노 아레나","01","R","X","S45G01N270"
