"tv","glkey","tnameH","seasonGrade","gameDate","bookmarkFlag","scoreA","challengeSq","tnameA","tnameFH","scoreH","gameStart","gameTime","logoA","weekDay","logoH","tcodeA","isEnded","artcSq","gameNo","tcodeH","tvCode","gameEnd","seasonCode","stadiumnameEn","seasonCategoryName","gmkey","stadiumname","tnameFA","isStarted","replayUrl","seasonName1","stadiumnameF","gameCode","seasonCategory","playingQuarter","game_id"
"SPOTV","S43G01","서울 삼성",1,"20231027",0,78,NA,"고양 소노","서울 삼성 썬더스",98,"1900","207","sono","금","ss","66",1,10032019,11,"35","T18","2107",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N11","잠실실내","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/108834109","2023-2024","잠실실내체육관","01","R","X","S43G01N11"
"SPOTV","S43G01","원주 DB",1,"20231028",0,90,NA,"부산 KCC","원주 DB 프로미",101,"1400","149","kcc","토","db","60",1,10032030,12,"16","T18","1549",43,"Wonju Gymnasium","정규시즌","S43G01N12","원주종합","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/108865424","2023-2024","원주종합체육관","01","R","X","S43G01N12"
"SPOTV G&H / SPOTV ON2","S43G01","대구 한국가스공사",1,"20231028",0,92,NA,"창원 LG","대구 한국가스공사 페가수스",83,"1400","157","lg","토","pega","50",1,10032031,13,"64","T23,T26","1557",43,"대구체육관","정규시즌","S43G01N13","대구","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/108865756","2023-2024","대구체육관","01","R","X","S43G01N13"
"SPOTV / SPOTV ON","S43G01","수원 KT",1,"20231028",0,63,NA,"안양 정관장","수원 KT 소닉붐",59,"1600","150","kgc","토","kt","70",1,10032032,14,"06","T18,T25","1750",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N14","수원 KT 아레나","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/108869509","2023-2024","수원 KT 아레나","01","R","X","S43G01N14"
"SPOTV","S43G01","서울 삼성",1,"20231029",0,90,NA,"창원 LG","서울 삼성 썬더스",69,"1400","201","lg","일","ss","50",1,10032051,15,"35","T18","1601",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N15","잠실실내","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/108903152","2023-2024","잠실실내체육관","01","R","X","S43G01N15"
"SPOTV G&H / SPOTV ON","S43G01","대구 한국가스공사",1,"20231029",0,94,NA,"서울 SK","대구 한국가스공사 페가수스",96,"1400","201","sk","일","pega","55",1,10032052,16,"64","T23,T25","1601",43,"대구체육관","정규시즌","S43G01N16","대구","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/108903104","2023-2024","대구체육관","01","R","X","S43G01N16"
"SPOTV / SPOTV ON","S43G01","고양 소노",1,"20231029",0,88,NA,"울산 현대모비스","고양 소노 스카이거너스",99,"1600","208","hd","일","sono","10",1,10032054,17,"66","T18,T25","1808",43,"GOYANG SONO ARENA","정규시즌","S43G01N17","고양 소노 아레나","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/108907159","2023-2024","고양 소노 아레나","01","R","X","S43G01N17"
"SPOTV / SPOTV ON","S43G01","수원 KT",1,"20231030",0,91,NA,"원주 DB","수원 KT 소닉붐",84,"1900","149","db","월","kt","16",1,10032140,18,"06","T18,T25","2049",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N18","수원 KT 아레나","원주 DB 프로미",1,"https://vod.afreecatv.com/player/108949625","2023-2024","수원 KT 아레나","01","R","X","S43G01N18"
"SPOTV","S43G01","안양 정관장",1,"20231031",0,86,NA,"울산 현대모비스","안양 정관장 레드부스터스",75,"1900","154","hd","화","kgc","10",1,10032161,19,"70","T18","2054",43,"Anyang Gymnasium","정규시즌","S43G01N19","안양 정관장 아레나","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/108985381","2023-2024","안양 정관장 아레나","01","R","X","S43G01N19"
"SPOTV2 / SPOTV ON","S43G01","서울 삼성",1,"20231031",0,80,NA,"대구 한국가스공사","서울 삼성 썬더스",84,"1900","202","pega","화","ss","64",1,10032162,20,"35","T24,T25","2102",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N20","잠실실내","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/108985731","2023-2024","잠실실내체육관","01","R","X","S43G01N20"
"SPOTV","S43G01","창원 LG",1,"20231102",0,73,NA,"고양 소노","창원 LG 세이커스",87,"1900","154","sono","목","lg","66",1,10032206,21,"50","T18","2054",43,"Changwon Gymnasium","정규시즌","S43G01N21","창원체육관","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/109072453","2023-2024","창원체육관","01","R","X","S43G01N21"
"SPOTV2 / SPOTV ON","S43G01","서울 삼성",1,"20231102",0,96,NA,"안양 정관장","서울 삼성 썬더스",74,"1900","151","kgc","목","ss","70",1,10032207,22,"35","T24,T25","2051",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N22","잠실실내","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/109072258","2023-2024","잠실실내체육관","01","R","X","S43G01N22"
"SPOTV","S43G01","울산 현대모비스",1,"20231103",0,91,NA,"부산 KCC","울산 현대모비스 피버스",79,"1900","149","kcc","금","hd","60",1,10032235,23,"10","T18","2049",43,"Dongcheon Gymnasium","정규시즌","S43G01N23","울산동천","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/109112866","2023-2024","울산동천체육관","01","R","X","S43G01N23"
"SPOTV2 / SPOTV ON","S43G01","대구 한국가스공사",1,"20231103",0,94,NA,"원주 DB","대구 한국가스공사 페가수스",79,"1900","201","db","금","pega","16",1,10032236,24,"64","T24,T25","2101",43,"대구체육관","정규시즌","S43G01N24","대구","원주 DB 프로미",1,"https://vod.afreecatv.com/player/109113460","2023-2024","대구체육관","01","R","X","S43G01N24"
"SPOTV","S43G01","창원 LG",1,"20231104",0,50,NA,"서울 SK","창원 LG 세이커스",69,"1400","149","sk","토","lg","55",1,10032248,25,"50","T18","1549",43,"Changwon Gymnasium","정규시즌","S43G01N25","창원체육관","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/109144241","2023-2024","창원체육관","01","R","X","S43G01N25"
"SPOTV2 / SPOTV ON","S43G01","안양 정관장",1,"20231104",0,84,NA,"고양 소노","안양 정관장 레드부스터스",82,"1400","148","sono","토","kgc","66",1,10032249,26,"70","T24,T25","1548",43,"Anyang Gymnasium","정규시즌","S43G01N26","안양 정관장 아레나","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/109144126","2023-2024","안양 정관장 아레나","01","R","X","S43G01N26"
"SPOTV ON / SPOTV","S43G01","서울 삼성",1,"20231104",0,90,NA,"수원 KT","서울 삼성 썬더스",87,"1600","204","kt","토","ss","06",1,10032250,27,"35","T25,T18","1804",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N27","잠실실내","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/109148340","2023-2024","잠실실내체육관","01","R","X","S43G01N27"
"SPOTV / SPOTV ON","S43G01","울산 현대모비스",1,"20231105",0,90,NA,"원주 DB","울산 현대모비스 피버스",79,"1400","204","db","일","hd","16",1,10032264,28,"10","T18,T25","1604",43,"Dongcheon Gymnasium","정규시즌","S43G01N28","울산동천","원주 DB 프로미",1,"https://vod.afreecatv.com/player/109183055","2023-2024","울산동천체육관","01","R","X","S43G01N28"
"SPOTV / SPOTV ON2","S43G01","대구 한국가스공사",1,"20231105",0,91,NA,"안양 정관장","대구 한국가스공사 페가수스",80,"1600","152","kgc","일","pega","70",1,10032267,29,"64","T18,T26","1752",43,"대구체육관","정규시즌","S43G01N29","대구","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/109186641","2023-2024","대구체육관","01","R","X","S43G01N29"
"SPOTV / SPOTV ON","S43G01","수원 KT",1,"20231106",0,65,NA,"고양 소노","수원 KT 소닉붐",101,"1900","141","sono","월","kt","66",1,10032342,30,"06","T18,T25","2041",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N30","수원 KT 아레나","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/109231116","2023-2024","수원 KT 아레나","01","R","X","S43G01N30"
"SPOTV","S43G01","안양 정관장",1,"20231107",0,72,NA,"부산 KCC","안양 정관장 레드부스터스",74,"1900","148","kcc","화","kgc","60",1,10032367,31,"70","T18","2048",43,"Anyang Gymnasium","정규시즌","S43G01N31","안양 정관장 아레나","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/109271152","2023-2024","안양 정관장 아레나","01","R","X","S43G01N31"
"SPOTV2 / SPOTV ON","S43G01","원주 DB",1,"20231107",0,58,NA,"서울 삼성","원주 DB 프로미",94,"1900","149","ss","화","db","35",1,10032368,32,"16","T24,T25","2049",43,"Wonju Gymnasium","정규시즌","S43G01N32","원주종합","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/109271288","2023-2024","원주종합체육관","01","R","X","S43G01N32"
"SPOTV2 / SPOTV ON","S43G01","수원 KT",1,"20231109",0,69,NA,"대구 한국가스공사","수원 KT 소닉붐",91,"1900","155","pega","목","kt","64",1,10032505,33,"06","T24,T25","2055",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N33","수원 KT 아레나","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/109350825","2023-2024","수원 KT 아레나","01","R","X","S43G01N33"
"SPOTV","S43G01","울산 현대모비스",1,"20231109",0,69,NA,"서울 삼성","울산 현대모비스 피버스",77,"1902","157","ss","목","hd","35",1,10032506,34,"10","T18","2059",43,"Dongcheon Gymnasium","정규시즌","S43G01N34","울산동천","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/109350969","2023-2024","울산동천체육관","01","R","X","S43G01N34"
"SPOTV","S43G01","창원 LG",1,"20231110",0,84,NA,"부산 KCC","창원 LG 세이커스",104,"1900","142","kcc","금","lg","60",1,10032534,35,"50","T18","2042",43,"Changwon Gymnasium","정규시즌","S43G01N35","창원체육관","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/109390610","2023-2024","창원체육관","01","R","X","S43G01N35"
"SPOTV2 / SPOTV ON","S43G01","원주 DB",1,"20231110",0,99,NA,"안양 정관장","원주 DB 프로미",94,"1900","204","kgc","금","db","70",1,10032535,36,"16","T24,T25","2104",43,"Wonju Gymnasium","정규시즌","S43G01N36","원주종합","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/109391472","2023-2024","원주종합체육관","01","R","Q4","S43G01N36"
"SPOTV","S43G01","서울 삼성",1,"20231111",0,82,NA,"서울 SK","서울 삼성 썬더스",80,"1400","158","sk","토","ss","55",1,10032548,37,"35","T18","1558",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N37","잠실실내","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/109424452","2023-2024","잠실실내체육관","01","R","X","S43G01N37"
"SPOTV2","S43G01","대구 한국가스공사",1,"20231111",0,100,NA,"고양 소노","대구 한국가스공사 페가수스",90,"1400","151","sono","토","pega","66",1,10032549,38,"64","T24","1551",43,"대구체육관","정규시즌","S43G01N38","대구","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/109424092","2023-2024","대구체육관","01","R","X","S43G01N38"
"SPOTV2 / SPOTV ON","S43G01","수원 KT",1,"20231111",0,74,NA,"울산 현대모비스","수원 KT 소닉붐",75,"1600","203","hd","토","kt","10",1,10032550,39,"06","T24,T25","1803",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N39","수원 KT 아레나","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/109428470","2023-2024","수원 KT 아레나","01","R","X","S43G01N39"
"SPOTV","S43G01","원주 DB",1,"20231112",0,76,NA,"서울 SK","원주 DB 프로미",106,"1400","147","sk","일","db","55",1,10032579,40,"16","T18","1547",43,"Wonju Gymnasium","정규시즌","S43G01N40","원주종합","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/109464490","2023-2024","원주종합체육관","01","R","X","S43G01N40"
"SPOTV2","S43G01","안양 정관장",1,"20231112",0,71,NA,"창원 LG","안양 정관장 레드부스터스",85,"1400","144","lg","일","kgc","50",1,10032580,41,"70","T24","1544",43,"Anyang Gymnasium","정규시즌","S43G01N41","안양 정관장 아레나","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/109464631","2023-2024","안양 정관장 아레나","01","R","X","S43G01N41"
"SPOTV / SPOTV ON","S43G01","고양 소노",1,"20231112",0,84,NA,"부산 KCC","고양 소노 스카이거너스",93,"1600","143","kcc","일","sono","60",1,10032581,42,"66","T18,T25","1743",43,"GOYANG SONO ARENA","정규시즌","S43G01N42","고양 소노 아레나","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/109468355","2023-2024","고양 소노 아레나","01","R","X","S43G01N42"
"SPOTV / SPOTV ON","S43G01","울산 현대모비스",1,"20231113",0,77,NA,"수원 KT","울산 현대모비스 피버스",61,"1900","148","kt","월","hd","06",1,10032680,43,"10","T18,T25","2048",43,"Dongcheon Gymnasium","정규시즌","S43G01N43","울산동천","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/109511014","2023-2024","울산동천체육관","01","R","X","S43G01N43"
"SPOTV","S43G01","원주 DB",1,"20231114",0,85,NA,"부산 KCC","원주 DB 프로미",87,"1900","154","kcc","화","db","60",1,10032706,44,"16","T18","2054",43,"Wonju Gymnasium","정규시즌","S43G01N44","원주종합","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/109548019","2023-2024","원주종합체육관","01","R","X","S43G01N44"
"SPOTV2","S43G01","서울 삼성",1,"20231114",0,81,NA,"안양 정관장","서울 삼성 썬더스",63,"1900","154","kgc","화","ss","70",1,10032707,45,"35","T24","2054",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N45","잠실실내","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/109547915","2023-2024","잠실실내체육관","01","R","X","S43G01N45"
"SPOTV","S43G01","원주 DB",1,"20231116",0,72,NA,"울산 현대모비스","원주 DB 프로미",81,"1900","151","hd","목","db","10",1,10032762,46,"16","T18","2051",43,"Wonju Gymnasium","정규시즌","S43G01N46","원주종합","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/109627436","2023-2024","원주종합체육관","01","R","X","S43G01N46"
"SPOTV2","S43G01","대구 한국가스공사",1,"20231116",0,76,NA,"서울 SK","대구 한국가스공사 페가수스",74,"1900","159","sk","목","pega","55",1,10032763,47,"64","T24","2059",43,"대구체육관","정규시즌","S43G01N47","대구","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/109627852","2023-2024","대구체육관","01","R","X","S43G01N47"
"SPOTV","S43G01","부산 KCC",1,"20231117",0,69,NA,"고양 소노","부산 KCC 이지스",78,"1900","153","sono","금","kcc","66",1,10032805,48,"60","T18","2053",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N48","부산사직","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/109664775","2023-2024","부산사직체육관","01","R","X","S43G01N48"
"SPOTV2","S43G01","안양 정관장",1,"20231117",0,106,NA,"창원 LG","안양 정관장 레드부스터스",77,"1900","147","lg","금","kgc","50",1,10032806,49,"70","T24","2047",43,"Anyang Gymnasium","정규시즌","S43G01N49","안양 정관장 아레나","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/109664505","2023-2024","안양 정관장 아레나","01","R","X","S43G01N49"
"SPOTV","S43G01","수원 KT",1,"20231118",0,102,NA,"서울 SK","수원 KT 소닉붐",87,"1400","146","sk","토","kt","55",1,10032825,50,"06","T18","1546",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N50","수원 KT 아레나","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/109696405","2023-2024","수원 KT 아레나","01","R","X","S43G01N50"
"SPOTV2","S43G01","울산 현대모비스",1,"20231118",0,80,NA,"대구 한국가스공사","울산 현대모비스 피버스",81,"1400","212","pega","토","hd","64",1,10032826,51,"10","T24","1612",43,"Dongcheon Gymnasium","정규시즌","S43G01N51","울산동천","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/109697191","2023-2024","울산동천체육관","01","R","X","S43G01N51"
"SPOTV2","S43G01","원주 DB",1,"20231118",0,73,NA,"서울 삼성","원주 DB 프로미",102,"1600","155","ss","토","db","35",1,10032832,52,"16","T24","1755",43,"Wonju Gymnasium","정규시즌","S43G01N52","원주종합","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/109700461","2023-2024","원주종합체육관","01","R","X","S43G01N52"
"SPOTV2","S43G01","창원 LG",1,"20231119",0,62,NA,"대구 한국가스공사","창원 LG 세이커스",77,"1400","153","pega","일","lg","64",1,10032857,53,"50","T24","1553",43,"Changwon Gymnasium","정규시즌","S43G01N53","창원체육관","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/109734193","2023-2024","창원체육관","01","R","X","S43G01N53"
"SPOTV / SPOTV ON2","S43G01","안양 정관장",1,"20231119",0,74,NA,"부산 KCC","안양 정관장 레드부스터스",84,"1400","140","kcc","일","kgc","60",1,10032858,54,"70","T18,T26","1540",43,"Anyang Gymnasium","정규시즌","S43G01N54","안양 정관장 아레나","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/109733957","2023-2024","안양 정관장 아레나","01","R","X","S43G01N54"
"SPOTV2 / SPOTV ON2","S43G01","고양 소노",1,"20231119",0,99,NA,"원주 DB","고양 소노 스카이거너스",91,"1600","157","db","일","sono","16",1,10032859,55,"66","T24,T26","1757",43,"GOYANG SONO ARENA","정규시즌","S43G01N55","고양 소노 아레나","원주 DB 프로미",1,"https://vod.afreecatv.com/player/109738197","2023-2024","고양 소노 아레나","01","R","X","S43G01N55"
"SPOTV / SPOTV ON2","S43G01","서울 SK",1,"20231120",0,75,NA,"서울 삼성","서울 SK 나이츠",82,"1900","148","ss","월","sk","35",1,10032970,56,"55","T18,T26","2048",43,"Jamsil Student Gymnasium","정규시즌","S43G01N56","잠실학생","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/109781104","2023-2024","잠실학생체육관","01","R","X","S43G01N56"
"SPOTV","S43G01","수원 KT",1,"20231121",0,87,NA,"원주 DB","수원 KT 소닉붐",71,"1900","140","db","화","kt","16",1,10032997,57,"06","T18","2040",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N57","수원 KT 아레나","원주 DB 프로미",1,"https://vod.afreecatv.com/player/109819831","2023-2024","수원 KT 아레나","01","R","X","S43G01N57"
"SPOTV2","S43G01","대구 한국가스공사",1,"20231121",0,98,NA,"안양 정관장","대구 한국가스공사 페가수스",93,"1900","158","kgc","화","pega","70",1,10032998,58,"64","T24","2058",43,"대구체육관","정규시즌","S43G01N58","대구","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/109820474","2023-2024","대구체육관","01","R","X","S43G01N58"
"SPOTV","S43G01","창원 LG",1,"20231123",0,76,NA,"울산 현대모비스","창원 LG 세이커스",97,"1900","150","hd","목","lg","10",1,10033044,59,"50","T18","2050",43,"Changwon Gymnasium","정규시즌","S43G01N59","창원체육관","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/109895280","2023-2024","창원체육관","01","R","X","S43G01N59"
"SPOTV2 / SPOTV ON2","S43G01","서울 삼성",1,"20231123",0,63,NA,"대구 한국가스공사","서울 삼성 썬더스",84,"1900","203","pega","목","ss","64",1,10033045,60,"35","T24,T26","2103",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N60","잠실실내","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/109895969","2023-2024","잠실실내체육관","01","R","X","S43G01N60"
"SPOTV2 / SPOTV ON2","S43G01","안양 정관장",1,"20231124",0,94,NA,"수원 KT","안양 정관장 레드부스터스",85,"1900","149","kt","금","kgc","06",1,10033083,61,"70","T24,T26","2049",43,"Anyang Gymnasium","정규시즌","S43G01N61","안양 정관장 아레나","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/109934238","2023-2024","안양 정관장 아레나","01","R","X","S43G01N61"
"SPOTV","S43G01","서울 SK",1,"20231124",0,80,NA,"원주 DB","서울 SK 나이츠",86,"1900","154","db","금","sk","16",1,10033084,62,"55","T18","2054",43,"Jamsil Student Gymnasium","정규시즌","S43G01N62","잠실학생","원주 DB 프로미",1,"https://vod.afreecatv.com/player/109934857","2023-2024","잠실학생체육관","01","R","X","S43G01N62"
"SPOTV","S43G01","창원 LG",1,"20231125",0,49,NA,"고양 소노","창원 LG 세이커스",80,"1400","146","sono","토","lg","66",1,10033102,63,"50","T18","1546",43,"Changwon Gymnasium","정규시즌","S43G01N63","창원체육관","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/109964632","2023-2024","창원체육관","01","R","X","S43G01N63"
"SPOTV2","S43G01","서울 삼성",1,"20231125",0,80,NA,"울산 현대모비스","서울 삼성 썬더스",66,"1400","150","hd","토","ss","10",1,10033103,64,"35","T24","1550",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N64","잠실실내","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/109964303","2023-2024","잠실실내체육관","01","R","X","S43G01N64"
"SPOTV2 / SPOTV ON2","S43G01","부산 KCC",1,"20231125",0,96,NA,"대구 한국가스공사","부산 KCC 이지스",81,"1700","147","pega","토","kcc","64",1,10033105,65,"60","T24,T26","1847",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N65","부산사직","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/109969750","2023-2024","부산사직체육관","01","R","X","S43G01N65"
"SPOTV ON2","S43G01","수원 KT",1,"20231126",0,83,NA,"서울 삼성","수원 KT 소닉붐",88,"1400","210","ss","일","kt","35",1,10033128,66,"06","T26","1610",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N66","수원 KT 아레나","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/110001466","2023-2024","수원 KT 아레나","01","R","X","S43G01N66"
"SPOTV2","S43G01","안양 정관장",1,"20231126",0,97,NA,"원주 DB","안양 정관장 레드부스터스",80,"1400","145","db","일","kgc","16",1,10033129,67,"70","T24","1545",43,"Anyang Gymnasium","정규시즌","S43G01N67","안양 정관장 아레나","원주 DB 프로미",1,"https://vod.afreecatv.com/player/110000654","2023-2024","안양 정관장 아레나","01","R","X","S43G01N67"
"SPOTV2 / SPOTV ON2","S43G01","고양 소노",1,"20231126",0,77,NA,"서울 SK","고양 소노 스카이거너스",84,"1600","158","sk","일","sono","55",1,10033132,68,"66","T24,T26","1758",43,"GOYANG SONO ARENA","정규시즌","S43G01N68","고양 소노 아레나","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/110004507","2023-2024","고양 소노 아레나","01","R","X","S43G01N68"
"SPOTV / SPOTV ON2","S43G01","부산 KCC",1,"20231127",0,84,NA,"울산 현대모비스","부산 KCC 이지스",91,"1900","147","hd","월","kcc","10",1,10033214,69,"60","T18,T26","2047",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N69","부산사직","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/110048879","2023-2024","부산사직체육관","01","R","X","S43G01N69"
"SPOTV","S43G01","수원 KT",1,"20231128",0,88,NA,"창원 LG","수원 KT 소닉붐",93,"1900","155","lg","화","kt","50",1,10033244,70,"06","T18","2055",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N70","수원 KT 아레나","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/110088035","2023-2024","수원 KT 아레나","01","R","X","S43G01N70"
