"tv","glkey","tnameH","seasonGrade","gameDate","bookmarkFlag","scoreA","challengeSq","tnameA","tnameFH","scoreH","gameStart","gameTime","logoA","weekDay","logoH","tcodeA","isEnded","artcSq","gameNo","tcodeH","tvCode","gameEnd","seasonCode","stadiumnameEn","seasonCategoryName","gmkey","stadiumname","tnameFA","isStarted","replayUrl","seasonName1","stadiumnameF","gameCode","seasonCategory","playingQuarter","game_id"
"SPOTV2 / SPOTV ON2","S43G01","고양 소노",1,"20231128",0,82,NA,"안양 정관장","고양 소노 스카이거너스",86,"1900","145","kgc","화","sono","70",1,10033245,71,"66","T24,T26","2045",43,"GOYANG SONO ARENA","정규시즌","S43G01N71","고양 소노 아레나","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/110087540","2023-2024","고양 소노 아레나","01","R","X","S43G01N71"
"SPOTV","S43G01","부산 KCC",1,"20231130",0,85,NA,"수원 KT","부산 KCC 이지스",71,"1900","149","kt","목","kcc","06",1,10033291,72,"60","T18","2049",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N72","부산사직","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/110167175","2023-2024","부산사직체육관","01","R","X","S43G01N72"
"SPOTV2 / SPOTV ON2","S43G01","서울 SK",1,"20231130",0,87,NA,"창원 LG","서울 SK 나이츠",73,"1900","155","lg","목","sk","50",1,10033292,73,"55","T24,T26","2055",43,"Jamsil Student Gymnasium","정규시즌","S43G01N73","잠실학생","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/110167352","2023-2024","잠실학생체육관","01","R","X","S43G01N73"
"SPOTV","S43G01","안양 정관장",1,"20231201",0,108,NA,"울산 현대모비스","안양 정관장 레드부스터스",77,"1900","140","hd","금","kgc","10",1,10033327,74,"70","T18","2040",43,"Anyang Gymnasium","정규시즌","S43G01N74","안양 정관장 아레나","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/110210315","2023-2024","안양 정관장 아레나","01","R","X","S43G01N74"
"SPOTV2 / SPOTV ON2","S43G01","서울 삼성",1,"20231201",0,78,NA,"고양 소노","서울 삼성 썬더스",64,"1900","145","sono","금","ss","66",1,10033328,75,"35","T24,T26","2045",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N75","잠실실내","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/110210518","2023-2024","잠실실내체육관","01","R","X","S43G01N75"
"SPOTV2 / SPOTV ON2","S43G01","원주 DB",1,"20231202",0,91,NA,"창원 LG","원주 DB 프로미",70,"1400","155","lg","토","db","50",1,10033346,76,"16","T24,T26","1555",43,"Wonju Gymnasium","정규시즌","S43G01N76","원주종합","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/110242807","2023-2024","원주종합체육관","01","R","X","S43G01N76"
"SPOTV","S43G01","서울 SK",1,"20231202",0,74,NA,"부산 KCC","서울 SK 나이츠",72,"1400","150","kcc","토","sk","60",1,10033347,77,"55","T18","1550",43,"Jamsil Student Gymnasium","정규시즌","S43G01N77","잠실학생","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/110242685","2023-2024","잠실학생체육관","01","R","X","S43G01N77"
"SPOTV / SPOTV ON","S43G01","대구 한국가스공사",1,"20231202",0,99,NA,"수원 KT","대구 한국가스공사 페가수스",81,"1600","155","kt","토","pega","06",1,10033348,78,"64","T18,T25","1755",43,"대구체육관","정규시즌","S43G01N78","대구","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/110246439","2023-2024","대구체육관","01","R","X","S43G01N78"
"SPOTV2 / SPOTV ON2","S43G01","울산 현대모비스",1,"20231203",0,71,NA,"고양 소노","울산 현대모비스 피버스",66,"1400","150","sono","일","hd","66",1,10033377,79,"10","T24,T26","1550",43,"Dongcheon Gymnasium","정규시즌","S43G01N79","울산동천","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/110282486","2023-2024","울산동천체육관","01","R","X","S43G01N79"
"SPOTV","S43G01","서울 SK",1,"20231203",0,71,NA,"안양 정관장","서울 SK 나이츠",85,"1400","138","kgc","일","sk","70",1,10033378,80,"55","T18","1538",43,"Jamsil Student Gymnasium","정규시즌","S43G01N80","잠실학생","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/110282138","2023-2024","잠실학생체육관","01","R","X","S43G01N80"
"SPOTV / SPOTV ON","S43G01","부산 KCC",1,"20231203",0,74,NA,"서울 삼성","부산 KCC 이지스",77,"1600","156","ss","일","kcc","35",1,10033379,81,"60","T18,T25","1756",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N81","부산사직","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/110285944","2023-2024","부산사직체육관","01","R","X","S43G01N81"
"SPOTV / SPOTV ON","S43G01","원주 DB",1,"20231204",0,74,NA,"대구 한국가스공사","원주 DB 프로미",88,"1900","144","pega","월","db","64",1,10033471,82,"16","T18,T25","2044",43,"Wonju Gymnasium","정규시즌","S43G01N82","원주종합","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/110330285","2023-2024","원주종합체육관","01","R","X","S43G01N82"
"SPOTV2 / SPOTV ON","S43G01","서울 삼성",1,"20231205",0,95,NA,"창원 LG","서울 삼성 썬더스",82,"1900","143","lg","화","ss","50",1,10033501,84,"35","T24,T25","2043",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N84","잠실실내","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/110369223","2023-2024","잠실실내체육관","01","R","X","S43G01N84"
"SPOTV","S43G01","수원 KT",1,"20231205",0,81,NA,"고양 소노","수원 KT 소닉붐",86,"1909","151","sono","화","kt","66",1,10033500,83,"06","T18","2100",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N83","수원 KT 아레나","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/110370027","2023-2024","수원 KT 아레나","01","R","X","S43G01N83"
"SPOTV","S43G01","창원 LG",1,"20231207",0,81,NA,"부산 KCC","창원 LG 세이커스",85,"1900","200","kcc","목","lg","60",1,10033553,85,"50","T18","2100",43,"Changwon Gymnasium","정규시즌","S43G01N85","창원체육관","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/110450908","2023-2024","창원체육관","01","R","X","S43G01N85"
"SPOTV2 / SPOTV ON","S43G01","울산 현대모비스",1,"20231207",0,78,NA,"서울 SK","울산 현대모비스 피버스",75,"1900","201","sk","목","hd","55",1,10033554,86,"10","T24,T25","2101",43,"Dongcheon Gymnasium","정규시즌","S43G01N86","울산동천","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/110450958","2023-2024","울산동천체육관","01","R","X","S43G01N86"
"SPOTV","S43G01","고양 소노",1,"20231208",0,80,NA,"대구 한국가스공사","고양 소노 스카이거너스",74,"1900","146","pega","금","sono","64",1,10033593,87,"66","T18","2046",43,"GOYANG SONO ARENA","정규시즌","S43G01N87","고양 소노 아레나","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/110492493","2023-2024","고양 소노 아레나","01","R","X","S43G01N87"
"SPOTV2 / SPOTV ON","S43G01","원주 DB",1,"20231208",0,67,NA,"서울 삼성","원주 DB 프로미",91,"1900","148","ss","금","db","35",1,10033594,88,"16","T24,T25","2048",43,"Wonju Gymnasium","정규시즌","S43G01N88","원주종합","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/110492639","2023-2024","원주종합체육관","01","R","X","S43G01N88"
"SPOTV / SPOTV ON2","S43G01","울산 현대모비스",1,"20231209",0,78,NA,"안양 정관장","울산 현대모비스 피버스",93,"1400","150","kgc","토","hd","70",1,10033617,89,"10","T18,T26","1550",43,"Dongcheon Gymnasium","정규시즌","S43G01N89","울산동천","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/110523248","2023-2024","울산동천체육관","01","R","X","S43G01N89"
"SPOTV2 / SPOTV ON","S43G01","창원 LG",1,"20231209",0,76,NA,"수원 KT","창원 LG 세이커스",84,"1600","158","kt","토","lg","06",1,10033618,90,"50","T24,T25","1758",43,"Changwon Gymnasium","정규시즌","S43G01N90","창원체육관","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/110527404","2023-2024","창원체육관","01","R","X","S43G01N90"
"SPOTV / SPOTV ON2","S43G01","고양 소노",1,"20231210",0,84,NA,"대구 한국가스공사","고양 소노 스카이거너스",76,"1400","152","pega","일","sono","64",1,10033637,91,"66","T18,T26","1552",43,"GOYANG SONO ARENA","정규시즌","S43G01N91","고양 소노 아레나","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/110562481","2023-2024","고양 소노 아레나","01","R","X","S43G01N91"
"SPOTV / SPOTV ON","S43G01","원주 DB",1,"20231210",0,83,NA,"안양 정관장","원주 DB 프로미",88,"1600","210","kgc","일","db","70",1,10033638,92,"16","T18,T25","1810",43,"Wonju Gymnasium","정규시즌","S43G01N92","원주종합","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/110566676","2023-2024","원주종합체육관","01","R","X","S43G01N92"
"SPOTV / SPOTV ON","S43G01","울산 현대모비스",1,"20231211",0,88,NA,"창원 LG","울산 현대모비스 피버스",80,"1900","203","lg","월","hd","50",1,10033707,93,"10","T18,T25","2103",43,"Dongcheon Gymnasium","정규시즌","S43G01N93","울산동천","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/110613518","2023-2024","울산동천체육관","01","R","X","S43G01N93"
"SPOTV G&H / SPOTV ON","S43G01","수원 KT",1,"20231212",0,99,NA,"서울 삼성","수원 KT 소닉붐",94,"1900","209","ss","화","kt","35",1,10033727,94,"06","T23,T25","2109",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N94","수원 KT 아레나","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/110655112","2023-2024","수원 KT 아레나","01","R","X","S43G01N94"
"SPOTV2","S43G01","원주 DB",1,"20231212",0,82,NA,"서울 SK","원주 DB 프로미",91,"1900","146","sk","화","db","55",1,10033728,95,"16","T24","2046",43,"Wonju Gymnasium","정규시즌","S43G01N95","원주종합","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/110653945","2023-2024","원주종합체육관","01","R","X","S43G01N95"
"SPOTV","S43G01","부산 KCC",1,"20231212",0,88,NA,"대구 한국가스공사","부산 KCC 이지스",93,"1900","220","pega","화","kcc","64",1,10033729,96,"60","T18","2120",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N96","부산사직","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/110655516","2023-2024","부산사직체육관","01","R","X","S43G01N96"
"SPOTV2 / SPOTV ON","S43G01","대구 한국가스공사",1,"20231214",0,81,NA,"서울 SK","대구 한국가스공사 페가수스",69,"1900","148","sk","목","pega","55",1,10033798,97,"64","T24,T25","2048",43,"대구체육관","정규시즌","S43G01N97","대구","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/110795109","2023-2024","대구체육관","01","R","X","S43G01N97"
"SPOTV2 / SPOTV ON","S43G01","수원 KT",1,"20231215",0,64,NA,"고양 소노","수원 KT 소닉붐",82,"1900","206","sono","금","kt","66",1,10033822,98,"06","T24,T25","2106",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N98","수원 KT 아레나","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/110879057","2023-2024","수원 KT 아레나","01","R","X","S43G01N98"
"SPOTV","S43G01","부산 KCC",1,"20231215",0,88,NA,"원주 DB","부산 KCC 이지스",94,"1900","150","db","금","kcc","16",1,10033823,99,"60","T18","2050",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N99","부산사직","원주 DB 프로미",1,"https://vod.afreecatv.com/player/110877877","2023-2024","부산사직체육관","01","R","X","S43G01N99"
"SPOTV","S43G01","안양 정관장",1,"20231216",0,75,NA,"서울 삼성","안양 정관장 레드부스터스",84,"1400","155","ss","토","kgc","35",1,10033844,100,"70","T18","1555",43,"Anyang Gymnasium","정규시즌","S43G01N100","안양 정관장 아레나","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/110937851","2023-2024","안양 정관장 아레나","01","R","X","S43G01N100"
"SPOTV2","S43G01","대구 한국가스공사",1,"20231216",0,69,NA,"창원 LG","대구 한국가스공사 페가수스",88,"1400","201","lg","토","pega","50",1,10033845,101,"64","T24","1601",43,"대구체육관","정규시즌","S43G01N101","대구","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/110938345","2023-2024","대구체육관","01","R","X","S43G01N101"
"SPOTV / SPOTV ON2","S43G01","서울 SK",1,"20231216",0,77,NA,"울산 현대모비스","서울 SK 나이츠",85,"1600","142","hd","토","sk","10",1,10033846,102,"55","T18,T26","1742",43,"Jamsil Student Gymnasium","정규시즌","S43G01N102","잠실학생","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/110944649","2023-2024","잠실학생체육관","01","R","X","S43G01N102"
"SPOTV2 / SPOTV ON","S43G01","원주 DB",1,"20231217",0,90,NA,"수원 KT","원주 DB 프로미",82,"1400","203","kt","일","db","06",1,10033879,103,"16","T24,T25","1603",43,"Wonju Gymnasium","정규시즌","S43G01N103","원주종합","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/111015685","2023-2024","원주종합체육관","01","R","X","S43G01N103"
"SPOTV2 / SPOTV ON2","S43G01","창원 LG",1,"20231217",0,75,NA,"서울 삼성","창원 LG 세이커스",93,"1600","151","ss","일","lg","35",1,10033880,104,"50","T24,T26","1751",43,"Changwon Gymnasium","정규시즌","S43G01N104","창원체육관","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/111021907","2023-2024","창원체육관","01","R","X","S43G01N104"
"SPOTV2","S43G01","부산 KCC",1,"20231217",0,61,NA,"고양 소노","부산 KCC 이지스",69,"1800","146","sono","일","kcc","66",1,10033882,105,"60","T24","1946",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N105","부산사직","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/111030487","2023-2024","부산사직체육관","01","R","X","S43G01N105"
"SPOTV2 / SPOTV ON2","S43G01","안양 정관장",1,"20231218",0,91,NA,"대구 한국가스공사","안양 정관장 레드부스터스",80,"1900","158","pega","월","kgc","64",1,10033959,106,"70","T24,T26","2058",43,"Anyang Gymnasium","정규시즌","S43G01N106","안양 정관장 아레나","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/111117357","2023-2024","안양 정관장 아레나","01","R","X","S43G01N106"
"SPOTV2 / SPOTV ON","S43G01","수원 KT",1,"20231219",0,85,NA,"서울 SK","수원 KT 소닉붐",71,"1900","144","sk","화","kt","55",1,10033982,107,"06","T24,T25","2044",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N107","수원 KT 아레나","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/111196765","2023-2024","수원 KT 아레나","01","R","X","S43G01N107"
"SPOTV","S43G01","울산 현대모비스",1,"20231219",0,84,NA,"부산 KCC","울산 현대모비스 피버스",81,"1900","158","kcc","화","hd","60",1,10033983,108,"10","T18","2058",43,"Dongcheon Gymnasium","정규시즌","S43G01N108","울산동천","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/111198467","2023-2024","울산동천체육관","01","R","X","S43G01N108"
"SPOTV2 / SPOTV ON","S43G01","대구 한국가스공사",1,"20231221",0,85,NA,"원주 DB","대구 한국가스공사 페가수스",72,"1900","156","db","목","pega","16",1,10034025,109,"64","T24,T25","2056",43,"대구체육관","정규시즌","S43G01N109","대구","원주 DB 프로미",1,"https://vod.afreecatv.com/player/111364089","2023-2024","대구체육관","01","R","X","S43G01N109"
"SPOTV","S43G01","고양 소노",1,"20231221",0,80,NA,"서울 SK","고양 소노 스카이거너스",70,"1900","144","sk","목","sono","55",1,10034026,110,"66","T18","2044",43,"GOYANG SONO ARENA","정규시즌","S43G01N110","고양 소노 아레나","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/111362801","2023-2024","고양 소노 아레나","01","R","X","S43G01N110"
"SPOTV2 / SPOTV ON","S43G01","울산 현대모비스",1,"20231222",0,74,NA,"수원 KT","울산 현대모비스 피버스",94,"1900","201","kt","금","hd","06",1,10034071,111,"10","T24,T25","2101",43,"Dongcheon Gymnasium","정규시즌","S43G01N111","울산동천","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/111441811","2023-2024","울산동천체육관","01","R","X","S43G01N111"
"SPOTV","S43G01","안양 정관장",1,"20231222",0,104,NA,"부산 KCC","안양 정관장 레드부스터스",75,"1900","136","kcc","금","kgc","60",1,10034072,112,"70","T18","2036",43,"Anyang Gymnasium","정규시즌","S43G01N112","안양 정관장 아레나","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/111439711","2023-2024","안양 정관장 아레나","01","R","X","S43G01N112"
"SPOTV","S43G01","창원 LG",1,"20231223",0,64,NA,"서울 SK","창원 LG 세이커스",62,"1400","158","sk","토","lg","55",1,10034096,113,"50","T18","1558",43,"Changwon Gymnasium","정규시즌","S43G01N113","창원체육관","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/111500677","2023-2024","창원체육관","01","R","X","S43G01N113"
"SPOTV2","S43G01","고양 소노",1,"20231223",0,92,NA,"원주 DB","고양 소노 스카이거너스",58,"1400","141","db","토","sono","16",1,10034097,114,"66","T24","1541",43,"GOYANG SONO ARENA","정규시즌","S43G01N114","고양 소노 아레나","원주 DB 프로미",1,"https://vod.afreecatv.com/player/111499949","2023-2024","고양 소노 아레나","01","R","X","S43G01N114"
"SPOTV / SPOTV ON","S43G01","대구 한국가스공사",1,"20231223",0,82,NA,"서울 삼성","대구 한국가스공사 페가수스",107,"1600","157","ss","토","pega","35",1,10034098,115,"64","T18,T25","1757",43,"대구체육관","정규시즌","S43G01N115","대구","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/111508333","2023-2024","대구체육관","01","R","X","S43G01N115"
"SPOTV2","S43G01","고양 소노",1,"20231224",0,92,NA,"울산 현대모비스","고양 소노 스카이거너스",72,"1400","152","hd","일","sono","10",1,10034122,116,"66","T24","1552",43,"GOYANG SONO ARENA","정규시즌","S43G01N116","고양 소노 아레나","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/111581635","2023-2024","고양 소노 아레나","01","R","X","S43G01N116"
"SPOTV","S43G01","안양 정관장",1,"20231224",0,113,NA,"수원 KT","안양 정관장 레드부스터스",85,"1400","140","kt","일","kgc","06",1,10034123,117,"70","T18","1540",43,"Anyang Gymnasium","정규시즌","S43G01N117","안양 정관장 아레나","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/111581055","2023-2024","안양 정관장 아레나","01","R","X","S43G01N117"
"SPOTV / SPOTV ON","S43G01","창원 LG",1,"20231224",0,95,NA,"부산 KCC","창원 LG 세이커스",91,"1600","156","kcc","일","lg","60",1,10034124,118,"50","T18,T25","1756",43,"Changwon Gymnasium","정규시즌","S43G01N118","창원체육관","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/111590409","2023-2024","창원체육관","01","R","X","S43G01N118"
"SPOTV / SPOTV ON","S43G01","원주 DB",1,"20231225",0,92,NA,"울산 현대모비스","원주 DB 프로미",102,"1400","154","hd","월","db","10",1,10034146,119,"16","T18,T25","1554",43,"Wonju Gymnasium","정규시즌","S43G01N119","원주종합","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/111675091","2023-2024","원주종합체육관","01","R","X","S43G01N119"
"SPOTV2 / SPOTV ON","S43G01","서울 SK",1,"20231225",0,74,NA,"서울 삼성","서울 SK 나이츠",89,"1600","149","ss","월","sk","35",1,10034149,120,"55","T24,T25","1749",43,"Jamsil Student Gymnasium","정규시즌","S43G01N120","잠실학생","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/111683511","2023-2024","잠실학생체육관","01","R","X","S43G01N120"
"SPOTV","S43G01","대구 한국가스공사",1,"20231225",0,96,NA,"부산 KCC","대구 한국가스공사 페가수스",90,"1600","158","kcc","월","pega","60",1,10034150,121,"64","T18","1758",43,"대구체육관","정규시즌","S43G01N121","대구","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/111684401","2023-2024","대구체육관","01","R","X","S43G01N121"
"SPOTV2 / SPOTV ON2","S43G01","창원 LG",1,"20231226",0,75,NA,"안양 정관장","창원 LG 세이커스",94,"1900","146","kgc","화","lg","70",1,10034248,122,"50","T24,T26","2046",43,"Changwon Gymnasium","정규시즌","S43G01N122","창원체육관","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/111782033","2023-2024","창원체육관","01","R","X","S43G01N122"
"SPOTV","S43G01","대구 한국가스공사",1,"20231228",0,85,NA,"수원 KT","대구 한국가스공사 페가수스",75,"1900","151","kt","목","pega","06",1,10034278,123,"64","T18","2051",43,"대구체육관","정규시즌","S43G01N123","대구","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/111946161","2023-2024","대구체육관","01","R","X","S43G01N123"
"SPOTV2","S43G01","고양 소노",1,"20231228",0,81,NA,"안양 정관장","고양 소노 스카이거너스",85,"1900","207","kgc","목","sono","70",1,10034279,124,"66","T24","2107",43,"GOYANG SONO ARENA","정규시즌","S43G01N124","고양 소노 아레나","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/111947985","2023-2024","고양 소노 아레나","01","R","X","S43G01N124"
"SPOTV G&H / SPOTV ON","S43G01","울산 현대모비스",1,"20231228",0,85,NA,"서울 삼성","울산 현대모비스 피버스",102,"1900","154","ss","목","hd","35",1,10034280,125,"10","T23,T25","2054",43,"Dongcheon Gymnasium","정규시즌","S43G01N125","울산동천","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/111946499","2023-2024","울산동천체육관","01","R","X","S43G01N125"
"SPOTV / SPOTV ON","S43G01","원주 DB",1,"20231229",0,75,NA,"창원 LG","원주 DB 프로미",91,"1900","139","lg","금","db","50",1,10034325,126,"16","T18,T25","2039",43,"Wonju Gymnasium","정규시즌","S43G01N126","원주종합","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/112026195","2023-2024","원주종합체육관","01","R","X","S43G01N126"
"SPOTV2 / SPOTV ON2","S43G01","고양 소노",1,"20231230",0,86,NA,"서울 삼성","고양 소노 스카이거너스",67,"1400","143","ss","토","sono","35",1,10034335,127,"66","T24,T26","1543",43,"GOYANG SONO ARENA","정규시즌","S43G01N127","고양 소노 아레나","서울 삼성 썬더스",1,"https://vod.afreecatv.com/player/112089753","2023-2024","고양 소노 아레나","01","R","X","S43G01N127"
"SPOTV","S43G01","안양 정관장",1,"20231230",0,86,NA,"서울 SK","안양 정관장 레드부스터스",68,"1400","136","sk","토","kgc","55",1,10034336,128,"70","T18","1536",43,"Anyang Gymnasium","정규시즌","S43G01N128","안양 정관장 아레나","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/112089311","2023-2024","안양 정관장 아레나","01","R","X","S43G01N128"
"SPOTV / SPOTV ON","S43G01","수원 KT",1,"20231230",0,83,NA,"부산 KCC","수원 KT 소닉붐",98,"1600","147","kcc","토","kt","60",1,10034337,129,"06","T18,T25","1747",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N129","수원 KT 아레나","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/112098643","2023-2024","수원 KT 아레나","01","R","X","S43G01N129"
"SPOTV / SPOTV ON2","S43G01","안양 정관장",1,"20231231",0,93,NA,"원주 DB","안양 정관장 레드부스터스",86,"1400","148","db","일","kgc","16",1,10034364,130,"70","T18,T26","1548",43,"Anyang Gymnasium","정규시즌","S43G01N130","안양 정관장 아레나","원주 DB 프로미",1,"https://vod.afreecatv.com/player/112178725","2023-2024","안양 정관장 아레나","01","R","X","S43G01N130"
"SPOTV / SPOTV ON","S43G01","창원 LG",1,"20231231",0,72,NA,"고양 소노","창원 LG 세이커스",79,"1600","153","sono","일","lg","66",1,10034365,131,"50","T18,T25","1753",43,"Changwon Gymnasium","정규시즌","S43G01N131","창원체육관","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/112186453","2023-2024","창원체육관","01","R","X","S43G01N131"
"SPOTV2","S43G01","대구 한국가스공사",1,"20231231",0,90,NA,"울산 현대모비스","대구 한국가스공사 페가수스",83,"2200","207","hd","일","pega","10",1,10034370,132,"64","T24","0007",43,"대구체육관","정규시즌","S43G01N132","대구","울산 현대모비스 피버스",1,"https://vod.afreecatv.com/player/112223727","2023-2024","대구체육관","01","R","X","S43G01N132"
"SPOTV / SPOTV ON","S43G01","수원 KT",1,"20240101",0,80,NA,"부산 KCC","수원 KT 소닉붐",83,"1400","156","kcc","월","kt","60",1,10034383,133,"06","T18,T25","1556",43,"Suwon KT Sonicboom Arena","정규시즌","S43G01N133","수원 KT 아레나","부산 KCC 이지스",1,"https://vod.afreecatv.com/player/112280469","2023-2024","수원 KT 아레나","01","R","X","S43G01N133"
"SPOTV2 / SPOTV ON","S43G01","서울 삼성",1,"20240101",0,80,NA,"서울 SK","서울 삼성 썬더스",76,"1600","149","sk","월","ss","55",1,10034389,134,"35","T24,T25","1749",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N134","잠실실내","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/112287903","2023-2024","잠실실내체육관","01","R","X","S43G01N134"
"SPOTV","S43G01","원주 DB",1,"20240102",0,94,NA,"고양 소노","원주 DB 프로미",88,"1900","200","sono","화","db","66",1,10034476,135,"16","T18","2100",43,"Wonju Gymnasium","정규시즌","S43G01N135","원주종합","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/112394243","2023-2024","원주종합체육관","01","R","X","S43G01N135"
"SPOTV2 / SPOTV ON","S43G01","안양 정관장",1,"20240102",0,80,NA,"창원 LG","안양 정관장 레드부스터스",84,"1900","205","lg","화","kgc","50",1,10034477,136,"70","T24,T25","2105",43,"Anyang Gymnasium","정규시즌","S43G01N136","안양 정관장 아레나","창원 LG 세이커스",1,"https://vod.afreecatv.com/player/112394243","2023-2024","안양 정관장 아레나","01","R","X","S43G01N136"
"SPOTV / SPOTV ON","S43G01","부산 KCC",1,"20240103",0,77,NA,"서울 SK","부산 KCC 이지스",74,"1900","146","sk","수","kcc","55",1,10034525,137,"60","T18,T25","2046",43,"BUSAN SAJIK GYMNASIUM","정규시즌","S43G01N137","부산사직","서울 SK 나이츠",1,"https://vod.afreecatv.com/player/112483945","2023-2024","부산사직체육관","01","R","X","S43G01N137"
"SPOTV2 / SPOTV ON","S43G01","대구 한국가스공사",1,"20240104",0,70,NA,"안양 정관장","대구 한국가스공사 페가수스",81,"1900","145","kgc","목","pega","70",1,10034553,138,"64","T24,T25","2045",43,"대구체육관","정규시즌","S43G01N138","대구","안양 정관장 레드부스터스",1,"https://vod.afreecatv.com/player/112573255","2023-2024","대구체육관","01","R","X","S43G01N138"
"SPOTV","S43G01","서울 삼성",1,"20240104",0,103,NA,"수원 KT","서울 삼성 썬더스",61,"1900","133","kt","목","ss","06",1,10034554,139,"35","T18","2033",43,"Seoul Jamsil Gymnasium","정규시즌","S43G01N139","잠실실내","수원 KT 소닉붐",1,"https://vod.afreecatv.com/player/112572205","2023-2024","잠실실내체육관","01","R","X","S43G01N139"
"SPOTV / SPOTV ON","S43G01","서울 SK",1,"20240105",0,61,NA,"고양 소노","서울 SK 나이츠",87,"1900","143","sono","금","sk","66",1,10034590,140,"55","T18,T25","2043",43,"Jamsil Student Gymnasium","정규시즌","S43G01N140","잠실학생","고양 소노 스카이거너스",1,"https://vod.afreecatv.com/player/112663407","2023-2024","잠실학생체육관","01","R","X","S43G01N140"
"SPOTV2","S43G01","창원 LG",1,"20240106",0,82,NA,"대구 한국가스공사","창원 LG 세이커스",78,"1400","208","pega","토","lg","64",1,10034602,141,"50","T24","1608",43,"Changwon Gymnasium","정규시즌","S43G01N141","창원체육관","대구 한국가스공사 페가수스",1,"https://vod.afreecatv.com/player/112734483","2023-2024","창원체육관","01","R","X","S43G01N141"
